current_rank,ticker,name,sector,2026-08-06__predicted_rank,2026-08-06__close,2026-08-06__next_snapshot_return,2026-08-05__predicted_rank,2026-08-05__close,2026-08-05__next_snapshot_return,2026-08-04__predicted_rank,2026-08-04__close,2026-08-04__next_snapshot_return,2026-08-03__predicted_rank,2026-08-03__close,2026-08-03__next_snapshot_return,2026-07-31__predicted_rank,2026-07-31__close,2026-07-31__next_snapshot_return,2026-07-30__predicted_rank,2026-07-30__close,2026-07-30__next_snapshot_return,2026-07-29__predicted_rank,2026-07-29__close,2026-07-29__next_snapshot_return,2026-07-28__predicted_rank,2026-07-28__close,2026-07-28__next_snapshot_return,2026-07-27__predicted_rank,2026-07-27__close,2026-07-27__next_snapshot_return,2026-07-24__predicted_rank,2026-07-24__close,2026-07-24__next_snapshot_return,2026-07-23__predicted_rank,2026-07-23__close,2026-07-23__next_snapshot_return,2026-07-22__predicted_rank,2026-07-22__close,2026-07-22__next_snapshot_return,2026-07-21__predicted_rank,2026-07-21__close,2026-07-21__next_snapshot_return,2026-07-20__predicted_rank,2026-07-20__close,2026-07-20__next_snapshot_return,2026-07-17__predicted_rank,2026-07-17__close,2026-07-17__next_snapshot_return
13,PNRG,PRIMEENERGY RESOURCES CORP,Energy,13,188.149994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,193.395004,,8,189.860001,0.01861900,,,,,,
14,SHOE,SHOE STATION GROUP INC,Consumer Discretionary,14,15.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,KEYS,Keysight Technologies,Information Technology,15,340.38501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,SYM,Symbotic Inc. - Class A Common Stock,,16,46.52,,38,46.52,0.00000000,,,,45,45.849998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,TARS,TARSUS PHARMACEUTICALS,Health Care,17,64.447502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,FUTU,Futu Holdings Limited - American Depositary Shares,,18,110.220001,,43,110.220001,0.00000000,,,,24,107.040001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,MMI,MARCUS & MILLICHAP INC,Real Estate,19,31.969999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,JAZZ,Jazz Pharmaceuticals plc - Ordinary Shares,,20,261.570007,,48,261.570007,0.00000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,PRM,PERIMETER SOLUTIONS,Materials,21,36.119999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,AEIS,"Advanced Energy Industries, Inc. - Common Stock",,22,329.230011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,PLAB,PHOTRONICS,Information Technology,23,32.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,LOW,Lowe's,Consumer Discretionary,24,218.070007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,CVNA,Carvana,Consumer Discretionary,25,69.095001,,37,69.474998,-0.00546955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,FER,Ferrovial N.V. - Ordinary Shares,,26,66.550003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,HWM,Howmet Aerospace,Industrials,27,290.380005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,287.209991,,,,,,,,,,,,,
28,KALU,KAISER ALUMINIUM,Materials,28,176.110001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,FUL,HB FULLER,Materials,29,59.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,ALX,ALEXANDERS REIT INC,Real Estate,30,274.799988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,PBH,PRESTIGE CONSUMER HEALTHCARE INC,Health Care,31,53.540001,,19,52.970001,0.01076081,,,,38,51.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,50.439999,,36,49.919998,0.01041669
32,ESP,ESPEY MANUFACTURING AND ELECTRONIC,Industrials,32,62.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,MPTI,M TRON INDUSTRIES INC,Information Technology,33,89.644997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,TAP,Molson Coors Beverage Company,Consumer Staples,34,43.029999,,,,,,,,,,,,,,,,,11,42.759998,,10,42.5,0.00611760,41,41.150002,0.03280675,,,,,,,,,,,,,,,,,,
35,SMCI,Supermicro,Information Technology,35,30.805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,TER,Teradyne,Information Technology,36,392.329987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,PEGA,Pegasystems Inc. - Common Stock,,37,31.809999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,OXY,Occidental Petroleum,Energy,38,56.400002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,55.205002,,,,
39,HSY,Hershey Company (The),Consumer Staples,39,180.600006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,ORLY,O’Reilly Automotive,Consumer Discretionary,40,93.309998,,,,,,,,,,,,,,,,,,,,47,91.169998,,,,,,,,,,,,,,,,,,,,,,
41,BOOT,BOOT BARN HOLDINGS,Consumer Discretionary,41,169.130005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,PLXS,PLEXUS CORP,Information Technology,42,274.390015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,YORW,YORK WATER,Utilities,43,31.620001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,LEU,CENTRUS ENERGY CLASS A,Energy,44,182.960007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,LULU,Lululemon Athletica,Consumer Discretionary,45,124.860001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,CMCSA,Comcast,Communication Services,46,25.023199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,LCUT,LIFETIME BRANDS INC,Consumer Discretionary,47,8.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,CENT,CENTRAL GARDEN AND PET,Consumer Staples,48,44.709999,,,,,24,44.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,RNGR,RANGER ENERGY SERVICES INC CLASS A,Energy,49,16.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,16.290001,,31,16.18,0.00679858,,,,,,
50,MSEX,MIDDLESEX WATER,Utilities,50,57.700001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
