current_rank,ticker,name,sector,2026-08-06__predicted_rank,2026-08-06__close,2026-08-06__next_snapshot_return,2026-08-05__predicted_rank,2026-08-05__close,2026-08-05__next_snapshot_return,2026-08-04__predicted_rank,2026-08-04__close,2026-08-04__next_snapshot_return,2026-08-03__predicted_rank,2026-08-03__close,2026-08-03__next_snapshot_return,2026-07-31__predicted_rank,2026-07-31__close,2026-07-31__next_snapshot_return,2026-07-30__predicted_rank,2026-07-30__close,2026-07-30__next_snapshot_return,2026-07-29__predicted_rank,2026-07-29__close,2026-07-29__next_snapshot_return,2026-07-28__predicted_rank,2026-07-28__close,2026-07-28__next_snapshot_return,2026-07-27__predicted_rank,2026-07-27__close,2026-07-27__next_snapshot_return,2026-07-24__predicted_rank,2026-07-24__close,2026-07-24__next_snapshot_return,2026-07-23__predicted_rank,2026-07-23__close,2026-07-23__next_snapshot_return,2026-07-22__predicted_rank,2026-07-22__close,2026-07-22__next_snapshot_return,2026-07-21__predicted_rank,2026-07-21__close,2026-07-21__next_snapshot_return,2026-07-20__predicted_rank,2026-07-20__close,2026-07-20__next_snapshot_return,2026-07-17__predicted_rank,2026-07-17__close,2026-07-17__next_snapshot_return
1,NHP,NATIONAL HEALTHCARE PROPERTIES CLA,Real Estate,1,16.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,MUX,MCEWEN INC,Materials,2,18.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,RL,Ralph Lauren Corporation,Consumer Discretionary,3,400.274994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,OFLX,OMEGA FLEX INC,Industrials,4,30.940001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,CXW,CORECIVIC REIT,Industrials,5,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,CENTA,CENTRAL GARDEN AND PET CLASS A,Consumer Staples,6,39.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,MOS,Mosaic Company (The),Materials,7,23.4,,3,23.42,-0.00085397,,,,,,,,,,38,22.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,IBP,INSTALLED BUILDING PRODUCTS INC,Consumer Discretionary,8,237.259995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,FPI,FARMLAND PARTNERS INC,Real Estate,9,10.015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,LCUT,LIFETIME BRANDS INC,Consumer Discretionary,10,8.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,JAZZ,Jazz Pharmaceuticals plc - Ordinary Shares,,11,261.570007,,43,261.570007,0.00000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,OXY,Occidental Petroleum,Energy,12,56.400002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,HWM,Howmet Aerospace,Industrials,13,290.380005,,48,291.369995,-0.00339771,,,,,,,,,,,,,,,,,,,,,,,,,49,287.209991,,,,,,,,,,,,,
14,PBH,PRESTIGE CONSUMER HEALTHCARE INC,Health Care,14,53.540001,,30,52.970001,0.01076081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,50.439999,,,,
15,YORW,YORK WATER,Utilities,15,31.620001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,TAP,Molson Coors Beverage Company,Consumer Staples,16,43.029999,,,,,,,,,,,,,,,,,20,42.759998,,18,42.5,0.00611760,,,,,,,,,,,,,,,,,,,,,
17,WFRD,Weatherford International plc - Ordinary shares,,17,90.559998,,38,87.529999,0.03461669,20,89.419998,-0.02113620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,PNRG,PRIMEENERGY RESOURCES CORP,Energy,18,188.149994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,193.395004,,25,189.860001,0.01861900,,,,,,
19,OLED,Universal Display Corporation - Common Stock,,19,85.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,SHOE,SHOE STATION GROUP INC,Consumer Discretionary,20,15.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,KEYS,Keysight Technologies,Information Technology,21,340.38501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,MMI,MARCUS & MILLICHAP INC,Real Estate,22,31.969999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,LYTS,LSI INDUSTRIES INC,Industrials,23,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,EXEL,"Exelixis, Inc. - Common Stock",,24,56.700001,,11,56.700001,0.00000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,OIS,OIL STATES INTERNATIONAL,Energy,25,8.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,8.72,,49,8.58,0.01631702,,,,,,
26,KREF,KKR REAL ESTATE FINANCE INC TRUST,Financials,26,7.515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,ACLS,AXCELIS TECHNOLOGIES,Information Technology,27,139.899994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,VTS,VITESSE ENERGY INC,Energy,28,15.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,FUTU,Futu Holdings Limited - American Depositary Shares,,29,110.220001,,,,,,,,30,107.040001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,SWKS,Skyworks Solutions,Information Technology,30,67.370003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,SYM,Symbotic Inc. - Class A Common Stock,,31,46.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,FXNC,FIRST NATIONAL CORP,Financials,32,31.780001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
