early_signal_rank,ticker,name,index,sector,early_signal_score,ema_score,ema_state,macd_score,macd_state,cat_score,prism_score,overheat_penalty,technical_coverage,source_data,signal,risk
1,MQ,MARQETA INC CLASS A,NASDAQ+RUSSELL2000,Financials,84.94,82.0,early_transition,88.8,fresh_above_zero_cross_proxy,100.0,54.25,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: fresh_above_zero_cross_proxy,MACD snapshot proxy; double-cross history unavailable
934,CXW,CORECIVIC REIT INC,RUSSELL2000,Industrials,44.64,72.0,confirmed_bullish_trend,22.75,bearish_proxy,70.64,48.38,11.1,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,EMA extension 2.3 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
935,WKC,WORLD KINECT CORP,RUSSELL2000,Energy,44.64,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,69.74,48.2,20.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 4.7 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
936,TNK,TEEKAY TANKERS LTD CLASS A,RUSSELL2000,Energy,44.61,35.0,mixed_sideways,49.8,bullish_below_zero_proxy,50.06,44.26,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
937,WBTN,WEBTOON ENTERTAINMENT INC,NASDAQ+RUSSELL2000,Communication,44.53,35.0,mixed_sideways,49.8,bullish_below_zero_proxy,49.84,44.22,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
938,SFL,SFL LTD,RUSSELL2000,Energy,44.5,35.0,mixed_sideways,49.8,bullish_below_zero_proxy,49.74,44.2,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
939,ATEN,A10 NETWORKS INC,RUSSELL2000,Information Technology,44.48,72.0,confirmed_bullish_trend,22.75,bearish_proxy,68.44,47.94,10.53,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,EMA extension 2.1 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
940,CYTK,CYTOKINETICS INC,NASDAQ+NASDAQ500+RUSSELL2000,Health Care,44.46,35.0,mixed_sideways,25.0,bearish_proxy,67.95,48.84,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
941,SKWD,SKYWARD SPECIALTY INSURANCE GROUP,NASDAQ+RUSSELL2000,Financials,44.41,72.0,confirmed_bullish_trend,17.75,fresh_bearish_cross_proxy,70.82,48.41,10.13,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: fresh_bearish_cross_proxy,EMA extension 2.0 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
942,VCEL,VERICEL CORP,NASDAQ+RUSSELL2000,Health Care,44.41,35.0,mixed_sideways,20.0,fresh_bearish_cross_proxy,71.58,49.57,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: fresh_bearish_cross_proxy,MACD snapshot proxy; double-cross history unavailable
943,FLNG,FLEX LNG LTD,RUSSELL2000,Energy,44.4,35.0,mixed_sideways,49.8,bullish_below_zero_proxy,49.45,44.14,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
944,MIRM,MIRUM PHARMACEUTICALS INC,NASDAQ+NASDAQ500+RUSSELL2000,Health Care,44.39,35.0,mixed_sideways,20.0,fresh_bearish_cross_proxy,71.53,49.56,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: fresh_bearish_cross_proxy,MACD snapshot proxy; double-cross history unavailable
945,FOA,FINANCE OF AMERICA COMPANIES INC C,RUSSELL2000,Financials,44.37,35.0,mixed_sideways,20.0,fresh_bearish_cross_proxy,71.93,48.64,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: fresh_bearish_cross_proxy,MACD snapshot proxy; double-cross history unavailable
946,WDFC,WD-40,NASDAQ+NASDAQ500+RUSSELL2000,Consumer Staples,44.26,35.0,mixed_sideways,20.0,fresh_bearish_cross_proxy,71.13,49.48,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: fresh_bearish_cross_proxy,MACD snapshot proxy; double-cross history unavailable
947,ASC,ARDMORE SHIPPING CORP,RUSSELL2000,Energy,44.2,35.0,mixed_sideways,49.8,bullish_below_zero_proxy,48.81,44.01,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
948,SBC,SBC MEDICAL GROUP HOLDINGS INC,NASDAQ+RUSSELL2000,Health Care,44.13,15.0,bearish_transition,71.8,fresh_below_zero_cross_proxy,49.67,45.18,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: fresh_below_zero_cross_proxy,MACD snapshot proxy; double-cross history unavailable
949,IMVT,IMMUNOVANT INC,NASDAQ+RUSSELL2000,Health Care,44.08,35.0,mixed_sideways,25.0,bearish_proxy,66.8,48.61,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
950,XERS,XERIS BIOPHARMA HOLDINGS INC,NASDAQ+RUSSELL2000,Health Care,44.02,35.0,mixed_sideways,20.0,fresh_bearish_cross_proxy,70.41,49.33,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: fresh_bearish_cross_proxy,MACD snapshot proxy; double-cross history unavailable
951,GWRS,GLOBAL WATER RESOURCES INC,NASDAQ+RUSSELL2000,Utilities,43.95,15.0,bearish_transition,71.8,fresh_below_zero_cross_proxy,49.14,45.08,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: fresh_below_zero_cross_proxy,MACD snapshot proxy; double-cross history unavailable
952,RLMD,RELMADA THERAPEUTICS INC,NASDAQ+RUSSELL2000,Health Care,43.94,15.0,bearish_transition,71.8,fresh_below_zero_cross_proxy,49.09,45.07,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: fresh_below_zero_cross_proxy,MACD snapshot proxy; double-cross history unavailable
953,EGY,VAALCO ENERGY INC,RUSSELL2000,Energy,43.9,35.0,mixed_sideways,49.8,bullish_below_zero_proxy,47.92,43.83,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
954,ALGT,ALLEGIANT TRAVEL,NASDAQ+RUSSELL2000,Industrials,43.89,35.0,mixed_sideways,25.0,bearish_proxy,66.67,47.58,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
955,ARCB,ARCBEST CORP,NASDAQ+RUSSELL2000,Industrials,43.85,72.0,confirmed_bullish_trend,25.0,bearish_proxy,32.92,40.83,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
956,NX,QUANEX BUILDING PRODUCTS CORP,RUSSELL2000,Industrials,43.81,15.0,bearish_transition,71.8,fresh_below_zero_cross_proxy,49.14,44.08,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: fresh_below_zero_cross_proxy,MACD snapshot proxy; double-cross history unavailable
957,XNCR,XENCOR INC,NASDAQ+RUSSELL2000,Health Care,43.72,35.0,mixed_sideways,20.0,fresh_bearish_cross_proxy,69.49,49.15,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: fresh_bearish_cross_proxy,MACD snapshot proxy; double-cross history unavailable
958,TVTX,TRAVERE THERAPEUTICS INC,NASDAQ+NASDAQ500+RUSSELL2000,Health Care,43.65,35.0,mixed_sideways,25.0,bearish_proxy,65.48,48.35,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
959,SENEA,SENECA FOODS CORP CLASS A,NASDAQ+RUSSELL2000,Consumer Staples,43.63,35.0,mixed_sideways,25.0,bearish_proxy,65.43,48.34,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
960,RPC,RIDGEPOST CAPITAL INC CLASS A,RUSSELL2000,Financials,43.62,35.0,mixed_sideways,49.8,bullish_below_zero_proxy,47.08,43.67,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
961,TCI,TRANSCONTINENTAL REALTY INVESTORS,RUSSELL2000,Real Estate,43.61,35.0,mixed_sideways,25.0,bearish_proxy,65.83,47.42,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
962,INDI,INDIE SEMICONDUCTOR INC CLASS A,NASDAQ+RUSSELL2000,Information Technology,43.59,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,37.89,41.83,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
963,INNV,INNOVAGE HOLDING CORP,NASDAQ+RUSSELL2000,Health Care,43.55,35.0,mixed_sideways,25.0,bearish_proxy,65.18,48.29,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
964,TARA,PROTARA THERAPEUTICS INC,NASDAQ+RUSSELL2000,Health Care,43.48,15.0,bearish_transition,49.8,bullish_below_zero_proxy,64.38,48.13,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
965,TGTX,TG THERAPEUTICS INC,NASDAQ+NASDAQ500+RUSSELL2000,Health Care,43.38,35.0,mixed_sideways,25.0,bearish_proxy,64.66,48.18,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
966,CVLT,COMMVAULT SYSTEMS INC,NASDAQ+NASDAQ500+RUSSELL2000,Information Technology,43.29,72.0,confirmed_bullish_trend,17.75,fresh_bearish_cross_proxy,69.22,48.09,10.73,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: fresh_bearish_cross_proxy,EMA extension 2.2 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
967,COGT,COGENT BIOSCIENCES INC,NASDAQ+NASDAQ500+RUSSELL2000,Health Care,43.27,35.0,mixed_sideways,20.0,fresh_bearish_cross_proxy,68.14,48.88,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: fresh_bearish_cross_proxy,MACD snapshot proxy; double-cross history unavailable
968,UNFI,UNITED NATURAL FOODS INC,RUSSELL2000,Consumer Staples,43.27,35.0,mixed_sideways,49.8,bullish_below_zero_proxy,45.55,44.36,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
969,ASIX,ADVANSIX INC,RUSSELL2000,Materials,43.24,35.0,mixed_sideways,49.8,bullish_below_zero_proxy,45.92,43.43,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
970,ALKS,ALKERMES,NASDAQ+NASDAQ500+RUSSELL2000,Health Care,43.23,35.0,mixed_sideways,25.0,bearish_proxy,64.23,48.1,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
971,TALO,TALOS ENERGY INC,RUSSELL2000,Energy,43.19,35.0,mixed_sideways,49.8,bullish_below_zero_proxy,45.75,43.4,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
972,REPX,RILEY EXPLORATION PERMIAN INC,RUSSELL2000,Energy,43.17,35.0,mixed_sideways,49.8,bullish_below_zero_proxy,45.69,43.39,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
973,MSEX,MIDDLESEX WATER,NASDAQ+RUSSELL2000,Utilities,43.15,35.0,mixed_sideways,25.0,bearish_proxy,63.98,48.05,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
974,WLFC,WILLIS LEASE FINANCE CORP,NASDAQ+RUSSELL2000,Industrials,43.14,35.0,mixed_sideways,25.0,bearish_proxy,64.41,47.13,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
975,PAR,PAR TECHNOLOGY CORP,RUSSELL2000,Information Technology,42.98,35.0,mixed_sideways,25.0,bearish_proxy,63.91,47.03,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
976,PRME,PRIME MEDICINE INC,NASDAQ+RUSSELL2000,Health Care,42.96,35.0,mixed_sideways,20.0,fresh_bearish_cross_proxy,67.18,48.69,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: fresh_bearish_cross_proxy,MACD snapshot proxy; double-cross history unavailable
977,FCEL,FUELCELL ENERGY INC,NASDAQ+NASDAQ500+RUSSELL2000,Industrials,42.93,35.0,mixed_sideways,25.0,bearish_proxy,63.76,47.0,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
978,PAMT,PAMT CORP,NASDAQ+RUSSELL2000,Industrials,42.84,72.0,confirmed_bullish_trend,25.0,bearish_proxy,29.85,40.22,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
979,SONO,SONOS INC,NASDAQ+RUSSELL2000,Consumer Discretionary,42.83,35.0,mixed_sideways,49.8,bullish_below_zero_proxy,44.68,43.19,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
980,NP,NEPTUNE INSURANCE HOLDINGS INC CLA,RUSSELL2000,Financials,42.82,35.0,mixed_sideways,20.0,fresh_bearish_cross_proxy,67.21,47.69,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: fresh_bearish_cross_proxy,MACD snapshot proxy; double-cross history unavailable
981,BKD,BROOKDALE SENIOR LIVING INC,RUSSELL2000,Health Care,42.75,35.0,mixed_sideways,25.0,bearish_proxy,62.77,47.8,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
982,CARL,CARLSMED INC,NASDAQ+RUSSELL2000,Health Care,42.68,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,34.68,42.19,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
983,JBTM,JBT MAREL CORP,RUSSELL2000,Industrials,42.68,35.0,mixed_sideways,25.0,bearish_proxy,63.01,46.85,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
984,LTH,LIFE TIME GROUP HOLDINGS INC,RUSSELL2000,Consumer Discretionary,42.66,72.0,confirmed_bullish_trend,22.75,bearish_proxy,70.92,48.43,13.17,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,EMA extension 2.8 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
985,HLX,HELIX ENERGY SOLUTIONS GROUP INC,RUSSELL2000,Energy,42.64,35.0,mixed_sideways,49.8,bullish_below_zero_proxy,44.09,43.07,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
986,AGYS,AGILYSYS INC,NASDAQ+RUSSELL2000,Information Technology,42.63,35.0,mixed_sideways,20.0,fresh_bearish_cross_proxy,66.63,47.58,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: fresh_bearish_cross_proxy,MACD snapshot proxy; double-cross history unavailable
987,CAKE,CHEESECAKE FACTORY INC,NASDAQ+NASDAQ500+RUSSELL2000,Consumer Discretionary,42.48,72.0,confirmed_bullish_trend,22.75,bearish_proxy,61.52,46.55,10.25,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,EMA extension 2.1 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
988,CZWI,CITIZENS COMMUNITY BANCORP INC,NASDAQ+RUSSELL2000,Financials,42.48,35.0,mixed_sideways,25.0,bearish_proxy,62.4,46.73,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
989,KMTS,KESTRA MEDICAL TECHNOLOGIES LTD,NASDAQ+RUSSELL2000,Health Care,42.47,35.0,mixed_sideways,20.0,fresh_bearish_cross_proxy,65.71,48.39,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: fresh_bearish_cross_proxy,MACD snapshot proxy; double-cross history unavailable
990,CLYM,CLIMB BIO INC,NASDAQ+RUSSELL2000,Health Care,42.41,35.0,mixed_sideways,20.0,fresh_bearish_cross_proxy,65.51,48.35,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: fresh_bearish_cross_proxy,MACD snapshot proxy; double-cross history unavailable
991,HIMS,HIMS HERS HEALTH INC CLASS A,RUSSELL2000,Health Care,42.4,35.0,mixed_sideways,25.0,bearish_proxy,61.7,47.59,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
992,VIR,VIR BIOTECHNOLOGY INC,NASDAQ+RUSSELL2000,Health Care,42.39,35.0,mixed_sideways,25.0,bearish_proxy,61.67,47.58,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
993,ODC,OIL DRI CORPORATION OF AMERICA,RUSSELL2000,Consumer Staples,42.34,72.0,confirmed_bullish_trend,22.75,bearish_proxy,60.55,47.36,10.22,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,EMA extension 2.1 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
994,KGEI,KOLIBRI GLOBAL ENERGY INC,NASDAQ+RUSSELL2000,Energy,42.28,35.0,mixed_sideways,49.8,bullish_below_zero_proxy,43.01,42.85,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
995,SM,SM ENERGY,RUSSELL2000,Energy,42.25,35.0,mixed_sideways,49.8,bullish_below_zero_proxy,42.91,42.83,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
996,NUTX,NUTEX HEALTH INC,NASDAQ+RUSSELL2000,Health Care,42.24,35.0,mixed_sideways,20.0,fresh_bearish_cross_proxy,65.0,48.25,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: fresh_bearish_cross_proxy,MACD snapshot proxy; double-cross history unavailable
997,SLP,SIMULATIONS PLUS INC,NASDAQ+RUSSELL2000,Health Care,42.23,35.0,mixed_sideways,25.0,bearish_proxy,61.18,47.49,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
998,LPG,DORIAN LPG LTD,RUSSELL2000,Energy,42.23,35.0,mixed_sideways,49.8,bullish_below_zero_proxy,42.85,42.82,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
