early_signal_rank,ticker,name,index,sector,early_signal_score,ema_score,ema_state,macd_score,macd_state,cat_score,prism_score,overheat_penalty,technical_coverage,source_data,signal,risk
1,NRG,NRG Energy,SPX,Utilities,74.06,82.0,early_transition,88.8,fresh_above_zero_cross_proxy,65.46,50.84,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: fresh_above_zero_cross_proxy,MACD snapshot proxy; double-cross history unavailable
2,JCI,Johnson Controls,SPX,Industrials,73.36,100.0,fresh_bullish_cross,88.8,fresh_above_zero_cross_proxy,48.55,43.96,0.0,2,raw market data; independent of Prism ranking order,EMA: fresh_bullish_cross; MACD: fresh_above_zero_cross_proxy,MACD snapshot proxy; double-cross history unavailable
3,VST,Vistra Corp.,SPX,Utilities,70.23,72.0,confirmed_bullish_trend,88.8,fresh_above_zero_cross_proxy,64.07,48.06,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: fresh_above_zero_cross_proxy,MACD snapshot proxy; double-cross history unavailable
4,JKHY,Jack Henry & Associates,NASDAQ+NASDAQ500+SPX,Financials,67.87,82.0,early_transition,61.8,bullish_above_signal_proxy,68.72,47.99,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
5,HPE,Hewlett Packard Enterprise,SPX,Information Technology,66.92,72.0,confirmed_bullish_trend,88.8,fresh_above_zero_cross_proxy,54.5,45.15,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: fresh_above_zero_cross_proxy,MACD snapshot proxy; double-cross history unavailable
6,DASH,DoorDash,NASDAQ+NASDAQ200+NASDAQ500+SPX,Consumer Discretionary,66.65,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,74.12,49.07,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
7,PYPL,PayPal,NASDAQ+NASDAQ200+NASDAQ500+SPX,Financials,66.21,82.0,early_transition,61.8,bullish_above_signal_proxy,63.71,46.99,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
8,EXPE,Expedia Group,NASDAQ+NASDAQ200+NASDAQ500+SPX,Consumer Discretionary,65.75,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,71.39,48.53,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
9,ANET,Arista Networks,SPX,Information Technology,65.7,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,69.67,51.68,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
10,GDDY,GoDaddy,SPX,Information Technology,65.35,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,70.2,48.29,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
