rank,ticker,first_seen_date,buy_date,latest_date,close,entry_return,exit_score,action,sell_signal,consecutive_signal_days,sell_reasons,drawdown_63d,change_5d,change_20d,rsi14,chart_href
1,ARM,2026-07-02,2026-07-02,2026-07-14,281.429688,-0.1073658687749488,100.0,EXIT_RISK,True,8,亏损超过 7% 硬止损线: -10.7%; 从 63 日高点回撤超过 15%: -36.0%; 收盘价跌破 EMA50; EMA9 位于 EMA26 下方; MACD 低于 signal 且柱体为负; RSI14 跌破 50: 40.0; 5 日跌幅超过 4%: -6.3%; 20 日跌幅超过 8%: -26.1%,-0.35960111554273433,-0.06324370216924391,-0.2609708529763969,40.016935867334645,exit-risk-trends.html#ticker-arm
2,ESP,2026-07-06,2026-07-06,2026-07-14,57.59,-0.11549686506685808,100.0,EXIT_RISK,True,6,亏损超过 7% 硬止损线: -11.5%; 从 63 日高点回撤超过 15%: -20.3%; 收盘价跌破 EMA50; EMA9 位于 EMA26 下方; EMA26 位于 EMA50 下方; MACD 低于 signal 且柱体为负; RSI14 跌破 50: 41.2; 5 日跌幅超过 4%: -4.9%,-0.20257547490202876,-0.04857094083216473,-0.028180864940292483,41.152740225054444,exit-risk-trends.html#ticker-esp
3,HONA,2026-07-06,2026-07-06,2026-07-14,211.339996,-0.11089609311185633,100.0,EXIT_RISK,True,7,历史数据不足 60 根，仅按 14 根日K做有限分析; 亏损超过 7% 硬止损线: -11.1%; 从 14 日高点回撤超过 10%: -14.5%; 收盘价跌破 EMA50; EMA9 位于 EMA26 下方; EMA26 位于 EMA50 下方; MACD 低于 signal 且柱体为负; 5 日跌幅超过 4%: -11.3%,-0.14489176155917682,-0.11253885576777878,,,exit-risk-trends.html#ticker-hona
4,IBM,2026-07-02,2026-07-02,2026-07-14,219.410004,-0.24215939369906514,100.0,EXIT_RISK,True,1,亏损超过 7% 硬止损线: -24.2%; 从 63 日高点回撤超过 15%: -33.4%; 收盘价跌破 EMA50; MACD 低于 signal 且柱体为负; RSI14 跌破 50: 30.8; 5 日跌幅超过 4%: -28.3%; 20 日跌幅超过 8%: -19.4%; 放量下跌超过 2%,-0.33356621003788145,-0.28327834444062416,-0.194056670366466,30.799463072609797,exit-risk-trends.html#ticker-ibm
5,INTC,2026-07-02,2026-07-02,2026-07-14,104.889999,-0.1284586560608002,100.0,EXIT_RISK,True,8,亏损超过 7% 硬止损线: -12.8%; 从 63 日高点回撤超过 15%: -25.6%; 收盘价跌破 EMA50; EMA9 位于 EMA26 下方; MACD 低于 signal 且柱体为负; RSI14 跌破 50: 40.9; 5 日跌幅超过 4%: -5.0%; 20 日跌幅超过 8%: -15.8%,-0.25578262018188413,-0.04982335401597382,-0.15798347114072397,40.91124426824777,exit-risk-trends.html#ticker-intc
6,ISRG,2026-07-02,2026-07-02,2026-07-14,388.799988,-0.08734541707130317,100.0,EXIT_RISK,True,6,亏损超过 7% 硬止损线: -8.7%; 从 63 日高点回撤超过 15%: -19.6%; 收盘价跌破 EMA50; EMA9 位于 EMA26 下方; EMA26 位于 EMA50 下方; MACD 低于 signal 且柱体为负; RSI14 跌破 50: 36.6; 5 日跌幅超过 4%: -9.0%,-0.19606304119001539,-0.09010063440488558,-0.05415270303193065,36.581968775580386,exit-risk-trends.html#ticker-isrg
7,MRVL,2026-06-26,2026-06-30,2026-07-14,223.139999,-0.25093159299078893,100.0,EXIT_RISK,True,9,亏损超过 7% 硬止损线: -25.1%; 从 63 日高点回撤超过 15%: -29.5%; 收盘价跌破 EMA50; EMA9 位于 EMA26 下方; MACD 低于 signal 且柱体为负; RSI14 跌破 50: 42.8; 20 日跌幅超过 8%: -20.2%,-0.2948203269719758,-0.03276982270615292,-0.2022166985105457,42.832563613260184,exit-risk-trends.html#ticker-mrvl
8,NBIS,2026-07-06,2026-07-02,2026-07-14,202.270004,-0.0619144388719608,100.0,EXIT_RISK,True,7,亏损超过 4% 且跌破 EMA26: -6.2%; 从 63 日高点回撤超过 15%: -29.4%; 收盘价跌破 EMA50; EMA9 位于 EMA26 下方; MACD 低于 signal 且柱体为负; RSI14 跌破 50: 41.7; 20 日跌幅超过 8%: -12.9%,-0.29446439502972266,0.03627235989269573,-0.12949731825831767,41.746670117118875,exit-risk-trends.html#ticker-nbis
9,ORCL,2026-07-02,2026-07-02,2026-07-14,129.350006,-0.07784984450417487,100.0,EXIT_RISK,True,8,亏损超过 7% 硬止损线: -7.8%; 从 63 日高点回撤超过 15%: -47.9%; 收盘价跌破 EMA50; EMA9 位于 EMA26 下方; EMA26 位于 EMA50 下方; MACD 低于 signal 且柱体为负; RSI14 跌破 50: 26.0; 5 日跌幅超过 4%: -8.7%; 20 日跌幅超过 8%: -29.8%,-0.47874265916766445,-0.0865112957692954,-0.297507182493152,26.045997372798837,exit-risk-trends.html#ticker-orcl
10,RCL,2026-06-26,2026-06-30,2026-07-14,286.160004,-0.09879379932224908,100.0,EXIT_RISK,True,2,亏损超过 7% 硬止损线: -9.9%; 从 63 日高点回撤超过 10%: -11.3%; 收盘价跌破 EMA50; EMA9 位于 EMA26 下方; MACD 低于 signal 且柱体为负; RSI14 跌破 50: 45.4,-0.11309465575257371,0.013817026365158913,-0.027923095524099772,45.41575477176927,exit-risk-trends.html#ticker-rcl
11,RMD,2026-07-02,2026-07-02,2026-07-14,192.115005,-0.08355197053017294,100.0,EXIT_RISK,True,3,亏损超过 7% 硬止损线: -8.4%; 从 63 日高点回撤超过 15%: -16.7%; 收盘价跌破 EMA50; EMA26 位于 EMA50 下方; MACD 低于 signal 且柱体为负; RSI14 跌破 50: 42.4; 5 日跌幅超过 4%: -12.6%,-0.16721572961796582,-0.1257565187713311,-0.013682072151566249,42.449386718566934,exit-risk-trends.html#ticker-rmd
12,XE,2026-07-02,2026-07-02,2026-07-14,15.4501,-0.1053792704111175,100.0,EXIT_RISK,True,7,历史数据不足 60 根，仅按 55 根日K做有限分析; 亏损超过 7% 硬止损线: -10.5%; 从 55 日高点回撤超过 15%: -57.1%; 收盘价跌破 EMA50; EMA9 位于 EMA26 下方; EMA26 位于 EMA50 下方; MACD 低于 signal 且柱体为负; RSI14 跌破 50: 33.3; 5 日跌幅超过 4%: -6.6%; 20 日跌幅超过 8%: -16.9%,-0.5705919955530849,-0.0658948569591985,-0.16890263582571274,33.271810345395735,exit-risk-trends.html#ticker-xe
13,ALAB,2026-07-02,2026-07-02,2026-07-14,373.119995,-0.08193498581478553,90.0,EXIT_RISK,True,7,亏损超过 7% 硬止损线: -8.2%; 从 63 日高点回撤超过 15%: -22.8%; 收盘价跌破 EMA26; MACD 低于 signal 且柱体为负; RSI14 跌破 50: 48.7,-0.2275268032437473,-0.02551651810507516,0.016260387028632195,48.74546372096503,exit-risk-trends.html#ticker-alab
