ticker,name,index,sector,industry,market_cap,price,pe,revenue_growth_yoy,earnings_growth_yoy,ai_exposure,supply_chain_score,macro_beta,momentum_1m,volume_signal,atr_percent,risk_flags,total_score,leopold_score,seri_score,daoshi_score,cat_score,social_score,signal_count,risk_count,catalyst_count,thesis,caution
GEV,GE Vernova,SPX,Industrials,Heavy Electrical Equipment,0.0,1075.255005,0.0,0.0,0.0,0.0,0.0,1.0,18.57817477995991,-0.31930150528093115,5.705814394897227,,54.2,45.0,44.0,65,69.74,50,0,0,0,mixed but monitorable setup,No major Prism warning from provided data
AVGO,Broadcom,NASDAQ+NASDAQ200+NASDAQ500+SPX,Information Technology,Semiconductors,0.0,393.700012,0.0,0.0,0.0,0.0,0.0,1.0,2.108567796353533,-0.2244601885181594,3.7796172511746247,,52.5,47.0,44.0,65,50.73,66.0,1,1,1,positive market/social signals,1 extracted risk note(s)
TECH,Bio-Techne,NASDAQ+NASDAQ500+SPX,Health Care,Life Sciences Tools & Services,0.0,71.330002,0.0,0.0,0.0,0.0,0.0,1.0,32.04369122547204,-0.3052341239892018,2.1039029271301573,,52.45,35.0,30.0,70,86.01,50,0,0,0,macro resilience; constructive momentum,No major Prism warning from provided data
ANET,Arista Networks,SPX,Information Technology,Communications Equipment,0.0,184.289993,0.0,0.0,0.0,0.0,0.0,1.0,17.832480863138667,-0.21660782285862812,5.674300968226125,,51.68,35.0,44.0,65,69.67,50,0,0,0,mixed but monitorable setup,No major Prism warning from provided data
AMD,Advanced Micro Devices,NASDAQ+NASDAQ200+NASDAQ500+SPX,Information Technology,Semiconductors,0.0,553.684998,0.0,0.0,0.0,0.0,0.0,1.0,13.355509140616007,-0.4298865921645536,6.872397713556462,,51.67,47.0,44.0,65,54.59,50,0,0,0,mixed but monitorable setup,No major Prism warning from provided data
MRNA,Moderna,NASDAQ+NASDAQ500+SPX,Health Care,Biotechnology,0.0,66.75,0.0,0.0,0.0,0.0,0.0,1.0,34.468173538843125,-0.2514173642450076,8.299625789192081,,51.52,35.0,30.0,70,81.35,50,0,0,0,macro resilience; constructive momentum,No major Prism warning from provided data
ZBRA,Zebra Technologies,NASDAQ+NASDAQ200+NASDAQ500+SPX,Information Technology,Electronic Equipment & Instruments,0.0,262.484985,0.0,0.0,0.0,0.0,0.0,1.0,18.002599640329088,-0.5077792074632482,3.9951941577588816,,51.26,35.0,44.0,65,67.54,50,0,0,0,mixed but monitorable setup,No major Prism warning from provided data
VRT,Vertiv,SPX,Industrials,Electrical Components & Equipment,0.0,304.880005,0.0,0.0,0.0,0.0,0.0,1.0,2.3499395335380147,-0.4772174468312922,6.951447293876438,,50.85,45.0,44.0,65,41.0,74.0,1,1,1,positive market/social signals,1 extracted risk note(s); weak or volatile technical setup
NRG,NRG Energy,SPX,Utilities,Independent Power Producers & Energy Traders,0.0,143.660004,0.0,0.0,0.0,0.0,0.0,1.0,16.13581849965606,-0.4883511596743668,3.652970205163815,,50.84,45.0,30.0,70,65.46,50,0,0,0,macro resilience,No major Prism warning from provided data
TXN,Texas Instruments,NASDAQ+NASDAQ200+NASDAQ500+SPX,Information Technology,Semiconductors,0.0,305.304993,0.0,0.0,0.0,0.0,0.0,1.0,2.7616919671149542,-0.4336264032472241,4.919786228324149,,50.72,47.0,44.0,65,49.85,50,0,0,0,mixed but monitorable setup,No major Prism warning from provided data
