current_rank,ticker,name,sector,2026-09-15__predicted_rank,2026-09-15__close,2026-09-15__next_snapshot_return,2026-09-14__predicted_rank,2026-09-14__close,2026-09-14__next_snapshot_return,2026-09-11__predicted_rank,2026-09-11__close,2026-09-11__next_snapshot_return,2026-09-10__predicted_rank,2026-09-10__close,2026-09-10__next_snapshot_return,2026-09-09__predicted_rank,2026-09-09__close,2026-09-09__next_snapshot_return,2026-09-08__predicted_rank,2026-09-08__close,2026-09-08__next_snapshot_return,2026-09-04__predicted_rank,2026-09-04__close,2026-09-04__next_snapshot_return
1,QCOM,Qualcomm,Information Technology,1,188.944,,2,180.149994,0.04881491,1,181.970001,-0.01000169,2,176.880005,0.02877655,1,176.399994,0.00272115,,,,,,
2,FTNT,Fortinet,Information Technology,2,173.095001,,,,,,,,,,,,,,,,,,,
3,CVBF,CVB FINANCIAL CORP,Financials,3,22.889,,,,,,,,,,,,,,,,,,,
4,VRSN,Verisign,Information Technology,4,298.100006,,1,298.600006,-0.00167448,,,,,,,,,,,,,,,
5,EBAY,eBay Inc.,Consumer Discretionary,5,107.949997,,14,108.989998,-0.00954217,28,107.75,0.01150810,,,,,,,,,,,,
6,JBHT,J.B. Hunt,Industrials,6,274.51001,,21,274.98999,-0.00174545,,,,,,,,,,,,,,,
7,ILMN,"Illumina, Inc. - Common Stock",,7,225.695007,,,,,,,,,,,,,,,,,,,
8,GCBC,GREENE COUNTY BANCORP INC,Financials,8,35.700001,,,,,,,,,,,,,,,,,,,
9,CSR,CENTERSPACE,Real Estate,9,57.775002,,,,,,,,,,,,,,,,,,,
10,GEN,Gen Digital,Information Technology,10,31.225,,,,,,,,,,,,,,,,,,,
11,FDBC,FIDELITY D AND D BANCORP INC,Financials,11,55.255001,,7,55.869999,-0.01100766,,,,,,,,,,,,,,,
12,COKE,"Coca-Cola Consolidated, Inc. - Common Stock",,12,200.839996,,5,200.669998,0.00084715,,,,,,,,,,,,,,,
13,CON,CONCENTRA GROUP HOLDINGS PARENT IN,Health Care,13,35.799999,,,,,,,,,,,,,,,,,,,
14,CRVL,CORVEL,Health Care,14,72.230003,,17,72.18,0.00069275,,,,,,,,,,,,,,,
15,NWSA,News Corp (Class A),Communication Services,15,30.455,,,,,,,,,,,,,,,,,,,
16,CDW,CDW Corporation,Information Technology,16,152.75,,32,151.699997,0.00692158,2,153.789993,-0.01358993,,,,,,,,,,19,152.380005,
17,NKSH,NATIONAL BANKSHARES INC,Financials,17,43.02,,,,,,,,,,,,,,,,,,,
18,INSW,INTERNATIONAL SEAWAYS,Energy,18,107.279999,,33,105.864998,0.01336609,33,103.720001,0.02068065,,,,18,104.589996,,32,103.900002,0.00664094,28,104.495003,-0.00569406
19,LARK,LANDMARK BANCORP INC,Financials,19,32.599998,,23,32.470001,0.00400360,,,,40,32.48,,,,,,,,,,
