current_rank,ticker,name,sector,2026-09-14__predicted_rank,2026-09-14__close,2026-09-14__next_snapshot_return,2026-09-11__predicted_rank,2026-09-11__close,2026-09-11__next_snapshot_return,2026-09-10__predicted_rank,2026-09-10__close,2026-09-10__next_snapshot_return,2026-09-09__predicted_rank,2026-09-09__close,2026-09-09__next_snapshot_return,2026-09-08__predicted_rank,2026-09-08__close,2026-09-08__next_snapshot_return,2026-09-04__predicted_rank,2026-09-04__close,2026-09-04__next_snapshot_return,2026-09-02__predicted_rank,2026-09-02__close,2026-09-02__next_snapshot_return,2026-09-01__predicted_rank,2026-09-01__close,2026-09-01__next_snapshot_return,2026-08-31__predicted_rank,2026-08-31__close,2026-08-31__next_snapshot_return,2026-08-28__predicted_rank,2026-08-28__close,2026-08-28__next_snapshot_return,2026-08-27__predicted_rank,2026-08-27__close,2026-08-27__next_snapshot_return,2026-08-26__predicted_rank,2026-08-26__close,2026-08-26__next_snapshot_return,2026-08-25__predicted_rank,2026-08-25__close,2026-08-25__next_snapshot_return,2026-08-24__predicted_rank,2026-08-24__close,2026-08-24__next_snapshot_return,2026-08-21__predicted_rank,2026-08-21__close,2026-08-21__next_snapshot_return,2026-08-20__predicted_rank,2026-08-20__close,2026-08-20__next_snapshot_return,2026-08-19__predicted_rank,2026-08-19__close,2026-08-19__next_snapshot_return,2026-08-18__predicted_rank,2026-08-18__close,2026-08-18__next_snapshot_return,2026-08-17__predicted_rank,2026-08-17__close,2026-08-17__next_snapshot_return
1,ICLR,ICON plc - Ordinary Shares,,1,170.559998,,9,169.309998,0.00738291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,FTNT,Fortinet,Information Technology,2,166.054993,,,,,,,,,,,,,,,,,,,,,,,,,,42,166.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,FUNC,FIRST UNITED CORP,Financials,3,44.700001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,CRVL,CORVEL,Health Care,4,70.775002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,KR,Kroger,Consumer Staples,5,60.400002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,58.529999,,,,,,,,,,,,,,,,,,,,,,
6,CI,Cigna,Health Care,6,287.934998,,,,,,,,,,,,,,15,282.519989,,,,,38,283.049988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,FA,FIRST ADVANTAGE,Industrials,7,21.924999,,,,,,,,,,,,,,11,21.379999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,PM,Philip Morris International,Consumer Staples,8,193.580002,,19,191.089996,0.01303054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,HUT,HUT CORP,Information Technology,9,92.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,TCI,TRANSCONTINENTAL REALTY INVESTORS,Real Estate,10,39.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
