rank,ticker,name,sector,aster_call_score,call_bias,latest_price,rsi14,volume_ratio,return_3_blocks,return_1w,return_1m,call_timing_score,call_daily_score,call_momentum_score,call_pullback_score,call_volume_score,call_practicality_score,ema_state,macd_state,call_note
1,VLGEA,VILLAGE SUPER MARKET INC CLASS A,Consumer Staples,87.4,优先Call候选,44.43,61.5,0.07,0.03049978,0.02420468,0.03193590,92.8,79.04,100.0,80.84,30.0,100.0,fresh_bullish_cross,fresh_below_zero_cross,均衡：4H timing + 日线结构 + 适度动量；EMA9/26 新多头交叉；MACD 新金叉
2,CI,Cigna,Health Care,87.05,优先Call候选,288.619995,63.99,0.21,0.03355415,0.02159141,0.03782808,98.2,71.8,100.0,80.44,30.0,100.0,fresh_bullish_cross,fresh_above_zero_cross,均衡：4H timing + 日线结构 + 适度动量；EMA9/26 新多头交叉；MACD 新金叉
3,KR,Kroger,Consumer Staples,86.47,优先Call候选,60.794998,67.38,0.34,0.03887556,0.03754581,0.06192136,98.2,76.0,91.6,80.44,30.0,100.0,fresh_bullish_cross,fresh_above_zero_cross,均衡：4H timing + 日线结构 + 适度动量；EMA9/26 新多头交叉；MACD 新金叉
4,NRC,NRC HEALTH,Health Care,85.95,优先Call候选,22.105,60.23,0.14,0.06478805,0.02480297,0.03876875,92.8,79.35,91.6,80.84,30.0,100.0,fresh_bullish_cross,fresh_below_zero_cross,均衡：4H timing + 日线结构 + 适度动量；EMA9/26 新多头交叉；MACD 新金叉
5,CHKP,Check Point Software Technologies Ltd. - Ordinary Shares,,84.58,优先Call候选,139.449997,60.43,0.32,0.05884586,0.01780893,0.03873368,98.2,66.8,91.6,81.0,30.0,100.0,fresh_bullish_cross,fresh_above_zero_cross,均衡：4H timing + 日线结构 + 适度动量；EMA9/26 新多头交叉；MACD 新金叉
6,OLLI,"Ollie's Bargain Outlet Holdings, Inc. - Common Stock",,83.8,优先Call候选,78.050003,59.71,0.18,0.05758807,0.01892957,0.00450458,92.8,78.58,80.4,81.0,30.0,100.0,fresh_bullish_cross,fresh_below_zero_cross,均衡：4H timing + 日线结构 + 适度动量；EMA9/26 新多头交叉；MACD 新金叉
7,BWIN,BALDWIN INSURANCE GROUP CLASS A,Financials,83.78,优先Call候选,31.879999,62.78,2.89,0.08141109,0.03238342,0.03372241,92.8,64.85,78.4,80.0,66.0,100.0,fresh_bullish_cross,fresh_below_zero_cross,均衡：4H timing + 日线结构 + 适度动量；EMA9/26 新多头交叉；MACD 新金叉
8,TCI,TRANSCONTINENTAL REALTY INVESTORS,Real Estate,82.46,优先Call候选,40.099998,58.75,0.21,0.02400403,0.04836596,0.10013709,87.7,72.61,100.0,80.84,30.0,100.0,early_transition,bullish_above_signal,均衡：4H timing + 日线结构 + 适度动量；EMA 早期转强；MACD 保持多头
9,CRVL,CORVEL,Health Care,82.46,优先Call候选,71.779999,67.54,0.17,0.04521290,0.05388339,0.11546233,98.2,58.27,91.6,80.0,30.0,100.0,fresh_bullish_cross,fresh_above_zero_cross,均衡：4H timing + 日线结构 + 适度动量；EMA9/26 新多头交叉；MACD 新金叉
10,ABBV,AbbVie,Health Care,82.4,优先Call候选,261.589996,60.07,0.2,0.01667318,0.02040104,0.04285600,92.8,57.28,100.0,80.0,30.0,100.0,fresh_bullish_cross,fresh_below_zero_cross,均衡：4H timing + 日线结构 + 适度动量；EMA9/26 新多头交叉；MACD 新金叉
11,DOX,Amdocs Limited - Ordinary Shares,,82.24,优先Call候选,63.59,63.06,0.19,0.03507771,0.02234725,0.08404364,98.2,57.29,91.6,80.0,30.0,100.0,fresh_bullish_cross,fresh_above_zero_cross,均衡：4H timing + 日线结构 + 适度动量；EMA9/26 新多头交叉；MACD 新金叉
12,COIN,Coinbase,Financials,82.17,优先Call候选,190.539993,59.5,0.38,0.07340431,0.03195404,0.23807668,98.2,64.97,81.8,80.0,30.0,100.0,fresh_bullish_cross,fresh_above_zero_cross,均衡：4H timing + 日线结构 + 适度动量；EMA9/26 新多头交叉；MACD 新金叉
13,MO,Altria,Consumer Staples,81.93,优先Call候选,70.695,65.36,0.21,0.02256452,0.02635022,0.08611160,82.9,73.83,100.0,80.44,30.0,100.0,confirmed_bullish_trend,fresh_above_zero_cross,均衡：4H timing + 日线结构 + 适度动量；EMA 多头延续；MACD 新金叉
14,COKE,"Coca-Cola Consolidated, Inc. - Common Stock",,81.82,优先Call候选,198.899994,61.75,0.31,0.04700739,0.05049117,0.04601630,98.2,54.26,91.6,81.0,30.0,100.0,fresh_bullish_cross,fresh_above_zero_cross,均衡：4H timing + 日线结构 + 适度动量；EMA9/26 新多头交叉；MACD 新金叉
15,ECBK,ECB BANCORP INC,Financials,81.82,优先Call候选,21.030001,55.29,0.22,0.03494099,0.00357915,0.02310878,98.2,65.9,77.6,80.84,30.0,100.0,fresh_bullish_cross,fresh_above_zero_cross,均衡：4H timing + 日线结构 + 适度动量；EMA9/26 新多头交叉；MACD 新金叉
16,DIS,Walt Disney Company (The),Communication Services,81.76,优先Call候选,108.790001,60.21,0.27,0.01968318,0.03324152,0.03817158,92.8,53.89,100.0,80.44,30.0,100.0,fresh_bullish_cross,fresh_below_zero_cross,均衡：4H timing + 日线结构 + 适度动量；EMA9/26 新多头交叉；MACD 新金叉
17,ACN,Accenture,Information Technology,81.7,优先Call候选,193.419998,62.68,0.3,0.06743930,0.03599358,0.08358542,98.2,54.34,91.6,80.44,30.0,100.0,fresh_bullish_cross,fresh_above_zero_cross,均衡：4H timing + 日线结构 + 适度动量；EMA9/26 新多头交叉；MACD 新金叉
18,PDEX,PRO DEX INC,Health Care,81.68,优先Call候选,66.044998,53.22,1.07,0.04155493,-0.09601697,-0.02444607,92.8,65.92,45.4,80.84,100.0,100.0,fresh_bullish_cross,fresh_below_zero_cross,均衡：4H timing + 日线结构 + 适度动量；EMA9/26 新多头交叉；MACD 新金叉
19,GDDY,GoDaddy,Information Technology,81.61,优先Call候选,103.610001,60.85,0.27,0.06253049,0.02270263,0.03094528,98.2,53.94,91.6,80.44,30.0,100.0,fresh_bullish_cross,fresh_above_zero_cross,均衡：4H timing + 日线结构 + 适度动量；EMA9/26 新多头交叉；MACD 新金叉
20,AUPH,AURINIA PHARMACEUTICALS,Health Care,81.32,优先Call候选,16.32,55.36,0.13,0.01303532,0.01492537,0.07439105,98.2,54.45,88.8,80.84,30.0,100.0,fresh_bullish_cross,fresh_above_zero_cross,均衡：4H timing + 日线结构 + 适度动量；EMA9/26 新多头交叉；MACD 新金叉
21,SPSC,SPS COMMERCE,Information Technology,81.32,优先Call候选,83.107498,57.31,0.17,0.01338247,0.00141583,0.04722148,98.2,54.47,88.8,80.84,30.0,100.0,fresh_bullish_cross,fresh_above_zero_cross,均衡：4H timing + 日线结构 + 适度动量；EMA9/26 新多头交叉；MACD 新金叉
22,PGR,Progressive Corporation,Financials,81.12,优先Call候选,220.399994,57.22,0.16,0.02022771,0.00671448,0.05525229,98.2,54.01,88.8,80.44,30.0,100.0,fresh_bullish_cross,fresh_above_zero_cross,均衡：4H timing + 日线结构 + 适度动量；EMA9/26 新多头交叉；MACD 新金叉
23,CTSH,Cognizant,Information Technology,80.84,优先Call候选,63.665001,59.73,0.24,0.07797155,0.02166416,0.07360880,92.8,57.05,91.6,80.0,30.0,100.0,fresh_bullish_cross,fresh_below_zero_cross,均衡：4H timing + 日线结构 + 适度动量；EMA9/26 新多头交叉；MACD 新金叉
24,FOXA,Fox Corporation (Class A),Communication Services,80.81,优先Call候选,68.309998,59.83,0.15,0.04099352,0.04417609,0.04353802,92.8,56.92,91.6,80.0,30.0,100.0,fresh_bullish_cross,fresh_below_zero_cross,均衡：4H timing + 日线结构 + 适度动量；EMA9/26 新多头交叉；MACD 新金叉
25,ARL,AMERICAN REALTY INVESTORS INC,Real Estate,80.77,优先Call候选,16.08,53.71,0.0,0.03808909,-0.00124224,0.10136986,95.5,72.75,72.7,80.84,30.0,100.0,early_transition,fresh_above_zero_cross,均衡：4H timing + 日线结构 + 适度动量；EMA 早期转强；MACD 新金叉
26,MTCH,"Match Group, Inc. - Common Stock",,80.72,优先Call候选,43.112499,63.08,0.21,0.00753676,0.02992112,0.15645118,82.9,67.74,100.0,81.0,30.0,100.0,confirmed_bullish_trend,fresh_above_zero_cross,均衡：4H timing + 日线结构 + 适度动量；EMA 多头延续；MACD 新金叉
27,TMUS,T-Mobile US,Communication Services,80.61,优先Call候选,183.705002,54.36,0.15,0.00175425,0.01198151,0.00171767,92.8,66.35,77.6,81.0,30.0,100.0,fresh_bullish_cross,fresh_below_zero_cross,均衡：4H timing + 日线结构 + 适度动量；EMA9/26 新多头交叉；MACD 新金叉
28,BRCC,BRC INC CLASS A,Consumer Staples,80.61,优先Call候选,8.92,55.9,0.17,0.03927577,0.01710376,0.05437352,90.4,74.6,91.6,80.0,30.0,72.0,fresh_bullish_cross,bullish_above_signal,均衡：4H timing + 日线结构 + 适度动量；EMA9/26 新多头交叉；MACD 保持多头
29,APP,AppLovin,Communication Services,80.53,优先Call候选,334.859985,63.47,0.19,0.03256243,0.04441392,0.07076383,90.4,57.16,100.0,80.0,30.0,100.0,fresh_bullish_cross,bullish_above_signal,均衡：4H timing + 日线结构 + 适度动量；EMA9/26 新多头交叉；MACD 保持多头
30,VRSN,Verisign,Information Technology,80.37,优先Call候选,297.829987,59.85,0.36,0.02090966,0.01958167,0.03710281,82.9,66.13,100.0,81.0,30.0,100.0,confirmed_bullish_trend,fresh_above_zero_cross,均衡：4H timing + 日线结构 + 适度动量；EMA 多头延续；MACD 新金叉
31,EBAY,eBay Inc.,Consumer Discretionary,80.36,优先Call候选,109.290001,60.85,0.29,0.02011480,0.05655451,0.04523721,87.7,64.01,100.0,80.0,30.0,100.0,early_transition,bullish_above_signal,均衡：4H timing + 日线结构 + 适度动量；EMA 早期转强；MACD 保持多头
32,ICLR,ICON plc - Ordinary Shares,,79.98,优先Call候选,169.550003,55.32,0.32,-0.01712995,0.02751353,0.01085081,90.4,75.98,72.6,81.0,30.0,100.0,fresh_bullish_cross,bullish_above_signal,均衡：4H timing + 日线结构 + 适度动量；EMA9/26 新多头交叉；MACD 保持多头
33,BANR,BANNER CORP,Financials,79.94,优先Call候选,71.889999,59.83,0.28,0.01267786,0.01040052,-0.02495597,90.4,78.17,69.9,80.84,30.0,100.0,fresh_bullish_cross,bullish_above_signal,均衡：4H timing + 日线结构 + 适度动量；EMA9/26 新多头交叉；MACD 保持多头
34,HNGE,HINGE HEALTH CLASS A,Health Care,79.86,优先Call候选,93.440002,57.37,0.28,0.03845298,0.01070855,0.06825198,98.2,54.69,80.4,80.84,30.0,100.0,fresh_bullish_cross,fresh_above_zero_cross,均衡：4H timing + 日线结构 + 适度动量；EMA9/26 新多头交叉；MACD 新金叉
35,APA,APA Corporation,Energy,79.81,优先Call候选,45.459999,64.73,0.24,0.01859731,0.06289453,0.13635790,82.9,64.7,100.0,80.0,30.0,100.0,confirmed_bullish_trend,fresh_above_zero_cross,均衡：4H timing + 日线结构 + 适度动量；EMA 多头延续；MACD 新金叉
36,TTEK,"Tetra Tech, Inc. - Common Stock",,79.79,优先Call候选,36.68,59.76,0.19,0.01789926,0.02115819,0.00700071,92.8,53.44,88.8,81.0,30.0,100.0,fresh_bullish_cross,fresh_below_zero_cross,均衡：4H timing + 日线结构 + 适度动量；EMA9/26 新多头交叉；MACD 新金叉
37,ANIK,ANIKA THERAPEUTICS INC,Health Care,79.77,优先Call候选,21.205,53.48,0.21,0.01265516,0.01898131,0.00118036,92.8,53.54,88.8,80.84,30.0,100.0,fresh_bullish_cross,fresh_below_zero_cross,均衡：4H timing + 日线结构 + 适度动量；EMA9/26 新多头交叉；MACD 新金叉
38,IMAX,IMAX,Communication,79.7,优先Call候选,53.119999,58.5,0.13,0.02459250,0.02846073,-0.00300300,98.2,53.41,81.1,80.84,30.0,100.0,fresh_bullish_cross,fresh_above_zero_cross,均衡：4H timing + 日线结构 + 适度动量；EMA9/26 新多头交叉；MACD 新金叉
39,NTRA,"Natera, Inc. - Common Stock",,79.65,优先Call候选,336.339996,62.46,0.19,0.02842111,0.02564573,0.08224467,82.9,63.99,100.0,80.0,30.0,100.0,confirmed_bullish_trend,fresh_above_zero_cross,均衡：4H timing + 日线结构 + 适度动量；EMA 多头延续；MACD 新金叉
40,USPH,US PHYSICAL THERAPY INC,Health Care,79.65,优先Call候选,80.370003,62.61,0.16,0.02031238,0.01541378,-0.02887867,98.2,53.17,81.1,80.84,30.0,100.0,fresh_bullish_cross,fresh_above_zero_cross,均衡：4H timing + 日线结构 + 适度动量；EMA9/26 新多头交叉；MACD 新金叉
41,EFOR,EVERFORTH,Information Technology,79.55,优先Call候选,33.549999,63.39,0.17,0.07773852,0.03040534,0.00298948,98.2,53.29,80.4,80.84,30.0,100.0,fresh_bullish_cross,fresh_above_zero_cross,均衡：4H timing + 日线结构 + 适度动量；EMA9/26 新多头交叉；MACD 新金叉
