buy_date,latest_date,strategy,universe,ticker,name,sector,original_rank,current_rank,return,buy_close,latest_close,selection_reason,signal_reason
2026-08-31,2026-09-01,Aster Call,Aster Call,ADM,Archer Daniels Midland,Consumer Staples,6,16,0.03997540,81.300003,84.550003,Aster当日前50,
2026-08-31,2026-09-01,Aster Call,Aster Call,QCOM,Qualcomm,Information Technology,7,24,-0.02270058,170.479996,166.610001,Aster当日前50,
2026-08-31,2026-09-01,Aster Call,Aster Call,OKE,Oneok,Energy,12,17,-0.00343673,96.019997,95.690002,Aster当日前50,
2026-08-31,2026-09-01,Aster Call,Aster Call,OXM,OXFORD INDUSTRIES INC,Consumer Discretionary,14,45,-0.01512786,38.340000,37.759998,Aster当日前50,
2026-08-31,2026-09-01,Aster Call,Aster Call,WHD,CACTUS CLASS A,Energy,18,42,0.00416328,70.376999,70.669998,Aster当日前50,
2026-08-31,2026-09-01,Aster Call,Aster Call,ALNY,"Alnylam Pharmaceuticals, Inc. - Common Stock",,24,13,0.02251859,240.690002,246.110001,Aster当日前50,
2026-08-31,2026-09-01,Aster Call,Aster Call,MGY,MAGNOLIA OIL GAS CORP CLASS A,Energy,26,9,0.03017329,26.844999,27.655001,Aster当日前50,
2026-08-31,2026-09-01,Aster Call,Aster Call,SMPL,THE SIMPLY GOOD FOODS COMPANY,Consumer Staples,27,49,-0.00611354,11.450000,11.380000,Aster当日前50,
2026-08-31,2026-09-01,Aster Call,Aster Call,FET,FORUM ENERGY TECHNOLOGIES INC,Energy,29,29,0.00402589,81.970001,82.300003,Aster当日前50,
2026-08-31,2026-09-01,Aster Call,Aster Call,PBF,PBF ENERGY CLASS A,Energy,33,40,0.02795622,72.949997,74.989403,Aster当日前50,
2026-08-31,2026-09-01,Aster Call,Aster Call,HLX,HELIX ENERGY SOLUTIONS GROUP INC,Energy,36,33,0.03009709,10.300000,10.610000,Aster当日前50,
2026-08-31,2026-09-01,Aster Call,Aster Call,AESI,ATLAS ENERGY SOLUTIONS,Energy,41,34,-0.03167939,13.100000,12.685000,Aster当日前50,
2026-08-31,2026-09-01,Aster Call,Aster Call,LIVN,LIVANOVA PLC,Health Care,50,21,0.00438549,79.809998,80.160004,Aster当日前50,
