rank,ticker,first_seen_date,buy_date,latest_date,close,entry_return,exit_score,action,sell_signal,consecutive_signal_days,sell_reasons,drawdown_63d,change_5d,change_20d,rsi14,chart_href
1,ALAB,2026-07-02,2026-07-02,2026-09-02,276.211487,-0.3203792181365833,100.0,TRIM,True,43,硬止损: 持仓相对成本约 -32.0%，超过 -7% 防线; 新鲜破位: MACD 新转空; 新鲜破位确认: 价格低于 EMA50，MACD 偏空且 RSI 弱于52; 动能转弱: 5日跌幅 -4.9%; 动能转弱: 20日跌幅 -13.3%; 动能转弱: RSI 41.0 低于45; 动能转弱: MACD 低于 signal; 结构弱势: 收盘低于 EMA50; 结构弱势: EMA9 低于 EMA26; 结构弱势: EMA26 低于 EMA50; 结构弱势: 63日高点回撤 -42.8%; TRIM: Meta Exit 高风险叠加结构/派发/波动弱项，先降低 call 暴露,-0.42815723305397213,-0.048530835626489965,-0.1325833210692563,40.9674574268859,exit-risk-trends.html#ticker-alab
2,AMAT,2026-07-02,2026-07-02,2026-09-02,441.190002,-0.26839012653320315,100.0,TRIM,True,30,硬止损: 持仓相对成本约 -26.8%，超过 -7% 防线; 新鲜破位确认: 价格低于 EMA50，MACD 偏空且 RSI 弱于52; 动能转弱: 5日跌幅 -8.0%; 动能转弱: 20日跌幅 -17.4%; 动能转弱: RSI 33.9 低于45; 动能转弱: MACD 低于 signal; 结构弱势: 收盘低于 EMA50; 结构弱势: EMA9 低于 EMA26; 结构弱势: EMA26 低于 EMA50; 结构弱势: 63日高点回撤 -39.0%; TRIM: Meta Exit 高风险叠加结构/派发/波动弱项，先降低 call 暴露,-0.38977869709543567,-0.08039437884787448,-0.174172637282357,33.8938038011447,exit-risk-trends.html#ticker-amat
3,AMKR,2026-07-02,2026-07-02,2026-09-02,46.794998,-0.3281407515250323,100.0,TRIM,True,44,硬止损: 持仓相对成本约 -32.8%，超过 -7% 防线; 新鲜破位确认: 价格低于 EMA50，MACD 偏空且 RSI 弱于52; 动能转弱: 20日跌幅 -13.1%; 动能转弱: RSI 38.9 低于45; 动能转弱: MACD 低于 signal; 结构弱势: 收盘低于 EMA50; 结构弱势: EMA9 低于 EMA26; 结构弱势: EMA26 低于 EMA50; 结构弱势: 63日高点回撤 -50.0%; TRIM: Meta Exit 高风险叠加结构/派发/波动弱项，先降低 call 暴露,-0.49978624800257887,-0.03316123829912243,-0.13117346581556877,38.90947652403291,exit-risk-trends.html#ticker-amkr
4,ARM,2026-07-02,2026-07-02,2026-09-02,233.100006,-0.2606571722299452,100.0,TRIM,True,44,硬止损: 持仓相对成本约 -26.1%，超过 -7% 防线; 新鲜破位确认: 价格低于 EMA50，MACD 偏空且 RSI 弱于52; 动能转弱: 5日跌幅 -7.2%; 动能转弱: 20日跌幅 -15.1%; 动能转弱: RSI 38.3 低于45; 动能转弱: MACD 低于 signal; 结构弱势: 收盘低于 EMA50; 结构弱势: EMA9 低于 EMA26; 结构弱势: EMA26 低于 EMA50; 结构弱势: 63日高点回撤 -47.0%; TRIM: Meta Exit 高风险叠加结构/派发/波动弱项，先降低 call 暴露,-0.4695762736681074,-0.0715366531628826,-0.1510670222298467,38.34407472796589,exit-risk-trends.html#ticker-arm
5,FTV,2026-07-06,2026-07-06,2026-09-02,56.880001,-0.1056603335113312,100.0,TRIM,True,13,硬止损: 持仓相对成本约 -10.6%，超过 -7% 防线; 新鲜破位确认: 价格低于 EMA50，MACD 偏空且 RSI 弱于52; 动能转弱: 5日跌幅 -5.6%; 动能转弱: RSI 33.9 低于45; 动能转弱: MACD 低于 signal; 结构弱势: 收盘低于 EMA50; 结构弱势: EMA9 低于 EMA26; 结构弱势: EMA26 低于 EMA50; 结构弱势: 63日高点回撤 -11.2%; TRIM: Meta Exit 高风险叠加结构/派发/波动弱项，先降低 call 暴露,-0.11249797862368405,-0.055933593360995904,-0.07270947179654386,33.86173036306553,exit-risk-trends.html#ticker-ftv
6,GLW,2026-07-06,2026-07-06,2026-09-02,144.184998,-0.25983061714839906,100.0,TRIM,True,43,硬止损: 持仓相对成本约 -26.0%，超过 -7% 防线; 新鲜破位确认: 价格低于 EMA50，MACD 偏空且 RSI 弱于52; 动能转弱: 5日跌幅 -5.6%; 动能转弱: RSI 41.7 低于45; 动能转弱: MACD 低于 signal; 结构弱势: 收盘低于 EMA50; 结构弱势: EMA9 低于 EMA26; 结构弱势: EMA26 低于 EMA50; 结构弱势: 63日高点回撤 -43.6%; TRIM: Meta Exit 高风险叠加结构/派发/波动弱项，先降低 call 暴露,-0.43609450165360786,-0.056257370442841736,-0.07986598110783616,41.653738354469795,exit-risk-trends.html#ticker-glw
7,INTC,2026-07-02,2026-07-02,2026-09-02,89.051003,-0.2600664355640455,100.0,TRIM,True,44,硬止损: 持仓相对成本约 -26.0%，超过 -7% 防线; 新鲜破位确认: 价格低于 EMA50，MACD 偏空且 RSI 弱于52; 动能转弱: 20日跌幅 -11.9%; 动能转弱: RSI 41.1 低于45; 动能转弱: MACD 低于 signal; 结构弱势: 收盘低于 EMA50; 结构弱势: EMA9 低于 EMA26; 结构弱势: EMA26 低于 EMA50; 结构弱势: 63日高点回撤 -36.8%; TRIM: Meta Exit 高风险叠加结构/派发/波动弱项，先降低 call 暴露,-0.36816374530773743,0.009190900026992299,-0.11883035065961511,41.09276682352118,exit-risk-trends.html#ticker-intc
8,IR,2026-06-26,2026-06-30,2026-09-02,75.160004,-0.08330277066234348,100.0,TRIM,True,14,硬止损: 持仓相对成本约 -8.3%，超过 -7% 防线; 新鲜破位确认: 价格低于 EMA50，MACD 偏空且 RSI 弱于52; 动能转弱: 5日跌幅 -6.0%; 动能转弱: 20日跌幅 -16.5%; 动能转弱: RSI 32.7 低于45; 动能转弱: MACD 低于 signal; 结构弱势: 收盘低于 EMA50; 结构弱势: EMA9 低于 EMA26; 结构弱势: EMA26 低于 EMA50; 结构弱势: 63日高点回撤 -16.5%; TRIM: Meta Exit 高风险叠加结构/派发/波动弱项，先降低 call 暴露,-0.1648888444444444,-0.06014751706705612,-0.1648888444444444,32.68530022226328,exit-risk-trends.html#ticker-ir
9,MRVL,2026-06-26,2026-06-30,2026-09-02,207.518005,-0.3033737468508302,100.0,WATCH,True,45,硬止损: 持仓相对成本约 -30.3%，超过 -7% 防线; 新鲜破位: EMA9 新下穿 EMA26; 新鲜破位确认: 价格低于 EMA50，MACD 偏空且 RSI 弱于52; 动能转弱: 5日跌幅 -15.3%; 动能转弱: RSI 44.2 低于45; 动能转弱: MACD 低于 signal; 结构弱势: 收盘低于 EMA50; 结构弱势: EMA9 低于 EMA26; 结构弱势: 63日高点回撤 -34.4%,-0.3441898379083175,-0.1533678587027545,-0.016595578303562175,44.161709978252595,exit-risk-trends.html#ticker-mrvl
10,PYPL,2026-07-06,2026-07-06,2026-09-02,53.869999,0.19472164559769345,100.0,WATCH,True,4,利润保护: 曾有较大盈利但63日高点回撤 -13.5%; 利润保护: 收盘 $53.87 跌破 3ATR 动态保护线 $56.75; 利润保护: 阶段回撤扩大且价格低于 EMA26; 派发聚集: 最近5日出现 2 个放量下跌日; 新鲜破位确认: 价格低于 EMA50，MACD 偏空且 RSI 弱于52; 动能转弱: 5日跌幅 -12.8%; 动能转弱: RSI 38.6 低于45; 动能转弱: MACD 低于 signal; 结构弱势: 收盘低于 EMA50; 结构弱势: EMA9 低于 EMA26; 结构弱势: 63日高点回撤 -13.5%,-0.13531300377709476,-0.1284582085672511,-0.07008460210598999,38.55136058417202,exit-risk-trends.html#ticker-pypl
