current_rank,ticker,name,sector,2026-08-05__predicted_rank,2026-08-05__close,2026-08-05__next_snapshot_return,2026-08-04__predicted_rank,2026-08-04__close,2026-08-04__next_snapshot_return,2026-08-03__predicted_rank,2026-08-03__close,2026-08-03__next_snapshot_return,2026-07-31__predicted_rank,2026-07-31__close,2026-07-31__next_snapshot_return,2026-07-30__predicted_rank,2026-07-30__close,2026-07-30__next_snapshot_return,2026-07-29__predicted_rank,2026-07-29__close,2026-07-29__next_snapshot_return,2026-07-28__predicted_rank,2026-07-28__close,2026-07-28__next_snapshot_return,2026-07-27__predicted_rank,2026-07-27__close,2026-07-27__next_snapshot_return,2026-07-24__predicted_rank,2026-07-24__close,2026-07-24__next_snapshot_return,2026-07-23__predicted_rank,2026-07-23__close,2026-07-23__next_snapshot_return,2026-07-22__predicted_rank,2026-07-22__close,2026-07-22__next_snapshot_return,2026-07-21__predicted_rank,2026-07-21__close,2026-07-21__next_snapshot_return,2026-07-20__predicted_rank,2026-07-20__close,2026-07-20__next_snapshot_return,2026-07-17__predicted_rank,2026-07-17__close,2026-07-17__next_snapshot_return
1,MOS,Mosaic Company (The),Materials,1,23.615,,,,,,,,,,,42,22.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,AVT,"Avnet, Inc. - Common Stock",,2,94.279999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,DMRC,DIGIMARC,Information Technology,3,7.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,IIIV,I3 VERTICALS CLASS A,Information Technology,4,22.149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,SRBK,SR BANCORP INC,Financials,5,19.754999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,PDLB,PONCE FINANCIAL GROUP INC,Financials,6,20.514999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,ARHS,ARHAUS INC CLASS A,Consumer Discretionary,7,8.505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,HTB,HOMETRUST BANCSHARES INC,Financials,8,51.849998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,FUBO,FUBOTV CLASS A,Communication,9,10.1799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,JILL,J JILL INC,Consumer Discretionary,10,19.059999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,OSPN,ONESPAN,Information Technology,11,16.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,AMGN,Amgen,Health Care,12,403.609985,,,,,,,,,,,5,387.640015,,30,387.640015,0.00000000,,,,7,376.26001,,6,376.040009,0.00058505,4,371.5,0.01222075,,,,,,,,,,10,366.290009,
13,AVGO,Broadcom,Information Technology,13,420.640015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,WDAY,"Workday, Inc.",Information Technology,14,170.845001,,,,,,,,,,,1,158.110001,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,STX,Seagate Technology,Information Technology,15,873.63501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
