current_rank,ticker,name,sector,2026-07-29__predicted_rank,2026-07-29__close,2026-07-29__next_snapshot_return,2026-07-28__predicted_rank,2026-07-28__close,2026-07-28__next_snapshot_return,2026-07-27__predicted_rank,2026-07-27__close,2026-07-27__next_snapshot_return,2026-07-24__predicted_rank,2026-07-24__close,2026-07-24__next_snapshot_return,2026-07-23__predicted_rank,2026-07-23__close,2026-07-23__next_snapshot_return,2026-07-22__predicted_rank,2026-07-22__close,2026-07-22__next_snapshot_return,2026-07-21__predicted_rank,2026-07-21__close,2026-07-21__next_snapshot_return,2026-07-20__predicted_rank,2026-07-20__close,2026-07-20__next_snapshot_return,2026-07-17__predicted_rank,2026-07-17__close,2026-07-17__next_snapshot_return
1,FOSL,FOSSIL GROUP INC,Consumer Discretionary,1,4.22,,30,4.44,-0.04954955,,,,,,,,,,,,,,,,,,,,,
2,SFIX,STITCH FIX INC CLASS A,Consumer Discretionary,2,4.185,,46,4.22,-0.00829384,,,,,,,,,,,,,,,,18,3.91,,,,
3,SAM,BOSTON BEER INC CLASS A,Consumer Staples,3,187.464996,,22,185.600006,0.01004844,7,183.520004,0.01133393,,,,,,,,,,,,,11,180.669998,,,,
4,SYF,Synchrony Financial,Financials,4,76.480003,,1,77.120003,-0.00829875,,,,,,,,,,,,,,,,,,,,,
5,EPAC,ENERPAC TOOL GROUP CORP CLASS A,Industrials,5,36.23,,,,,,,,,,,,,,,,,,,,,,,,,
6,WY,Weyerhaeuser,Real Estate,6,24.2775,,20,24.610001,-0.01351081,,,,,,,,,,,,,,,,,,,,,
7,AMPH,AMPHASTAR PHARMACEUTICALS INC,Health Care,7,20.35,,,,,,,,,,,,,,,,,,,,10,19.629999,,32,19.745001,-0.00582436
8,NLOP,NET LEASE OFFICE PROPERTIES,Real Estate,8,11.845,,3,12.04,-0.01619601,,,,,,,,,,,,,,,,,,,,,
9,WOOF,PETCO HEALTH AND WELLNESS COMPANY,Consumer Discretionary,9,2.76,,,,,11,2.72,,,,,,,,27,2.685,,,,,19,2.71,,,,
10,BCBP,BCB BANCORP INC,Financials,10,10.52,,,,,,,,,,,,,,,,,,,,,,,,,
11,SBC,SBC MEDICAL GROUP HOLDINGS INC,Health Care,11,3.11,,2,3.21,-0.03115265,6,3.19,0.00626959,,,,,,,,,,,,,,,,,,
12,ORLY,O’Reilly Automotive,Consumer Discretionary,12,90.660004,,27,91.169998,-0.00559388,10,90.589996,0.00640250,,,,,,,,,,,,,,,,,,
13,PHIN,PHINIA INC,Consumer Discretionary,13,80.540001,,,,,,,,,,,,,,,,,,,,,,,37,80.139999,
14,TEL,TE Connectivity,Information Technology,14,210.889999,,4,214.229996,-0.01559071,5,207.559998,0.03213528,,,,,,,,,,,,,4,203.169998,,10,203.309998,-0.00068860
15,LECO,"Lincoln Electric Holdings, Inc. - Common Shares",,15,259.720001,,,,,,,,,,,,,,,,,,,,,,,,,
16,EL,Estée Lauder Companies (The),Consumer Staples,16,83.110001,,8,84.730003,-0.01911958,,,,,,,,,,,,,,,,2,83.639999,,,,
17,CTS,CTS CORP,Information Technology,17,63.125,,,,,,,,,,,,,,,,,,,,,,,,,
18,URBN,URBAN OUTFITTERS INC,Consumer Discretionary,18,74.419998,,6,75.199997,-0.01037233,,,,,,,,,,48,73.709999,,,,,,,,,,
19,OSIS,OSI SYSTEMS INC,Information Technology,19,216.089996,,,,,,,,,,,,,,,,,,,,,,,,,
20,TSCO,Tractor Supply,Consumer Discretionary,20,31.035,,7,31.459999,-0.01350919,8,31.799999,-0.01069182,,,,,,,,,,,,,,,,,,
21,CMCSA,Comcast,Communication Services,21,24.459999,,,,,,,,,,,,,,,,,,,,40,23.780001,,,,
22,TMDX,TRANSMEDICS GROUP INC,Health Care,22,75.459999,,5,76.290001,-0.01087956,,,,,,,,,,,,,,,,,,,,,
23,OVLY,OAK VALLEY BANCORP,Financials,23,33.98,,,,,,,,,,,,,,,,,,,,,,,,,
24,MWA,MUELLER WATER PRODUCTS INC SERIES,Industrials,24,25.35,,9,25.92,-0.02199074,,,,,,,,,,,,,,,,,,,33,25.459999,
25,VEL,VELOCITY FINANCIAL INC,Financials,25,17.73,,,,,,,,,,,,,,,,,,,,,,,,,
26,TPR,"Tapestry, Inc.",Consumer Discretionary,26,148.274994,,,,,17,147.389999,,,,,,,,,,,,,,,,,,,
27,AVY,Avery Dennison,Materials,27,167.164993,,,,,21,163.020004,,,,,,,,,,,,,,,,,,,
28,HGV,HILTON GRAND VACATIONS INC,Consumer Discretionary,28,52.639999,,,,,,,,,,,,,,,,,,,,,,,,,
29,CNXC,CONCENTRIX CORP,Industrials,29,25.889999,,,,,,,,,,,,,,,,,,,,,,,,,
30,LDOS,Leidos,Industrials,30,115.970001,,,,,,,,,,,,,,,,,,,,,,,,,
31,VICI,Vici Properties,Real Estate,31,27.004999,,12,27.0952,-0.00332904,,,,,,,,,,,,,,,,,,,9,26.870001,
32,WOR,WORTHINGTON ENTERPRISES INC,Industrials,32,56.389999,,10,57.18,-0.01381604,15,56.630001,0.00971215,,,,,,,,,,,,,,,,,,
33,CHDN,"Churchill Downs, Incorporated - Common Stock",,33,88.919998,,,,,,,,,,,,,,,,,,,,,,,,,
34,CAL,CALERES INC,Consumer Discretionary,34,12.69,,,,,,,,,,,,,,,,,,,,,,,,,
35,CPSS,CONSUMER PORTFOLIO SERVICES INC,Financials,35,9.59,,15,9.545,0.00471451,,,,,,,,,,,,,,,,,,,,,
36,GDYN,GRID DYNAMICS HOLDINGS INC CLASS A,Information Technology,36,6.315,,,,,,,,,,,,,,,,,,,,,,,,,
37,MAR,Marriott International,Consumer Discretionary,37,380.079987,,16,383.519989,-0.00896955,3,383.059998,0.00120083,,,,,,,,,,,,,,,,,,
38,LKQ,LKQ Corporation - Common Stock,,38,26.42,,17,26.559999,-0.00527105,,,,,,,,,,,,,,,,,,,,,
39,MLP,MAUI LAND AND PINEAPPLE INC,Real Estate,39,17.629999,,21,17.625,0.00028363,,,,,,,,,,,,,,,,,,,,,
40,ACR,ACRES COMMERCIAL REALTY CORP,Financials,40,18.325001,,,,,,,,,,,,,,,,,,,,,,,,,
41,BCPC,BALCHEM CORP,Materials,41,164.419998,,24,165.789993,-0.00826344,,,,,,,,,,,,,,,,,,,,,
42,STLD,Steel Dynamics,Materials,42,255.235001,,,,,,,,,,,,,,,,,,,,,,,,,
43,CSV,CARRIAGE SERVICES INC,Consumer Discretionary,43,40.654999,,,,,,,,,,,,,,,,,,,,,,,,,
