current_rank,ticker,name,sector,2026-07-24__predicted_rank,2026-07-24__close,2026-07-24__next_snapshot_return,2026-07-23__predicted_rank,2026-07-23__close,2026-07-23__next_snapshot_return,2026-07-22__predicted_rank,2026-07-22__close,2026-07-22__next_snapshot_return,2026-07-21__predicted_rank,2026-07-21__close,2026-07-21__next_snapshot_return,2026-07-20__predicted_rank,2026-07-20__close,2026-07-20__next_snapshot_return,2026-07-17__predicted_rank,2026-07-17__close,2026-07-17__next_snapshot_return
15,EQT,EQT Corporation,Energy,15,53.035,,,,,,,,,,,,,,,,
16,ATLO,AMES NATIONAL CORP,Financials,16,30.049999,,,,,,,,,,,,,,,,
17,KOS,KOSMOS ENERGY LTD,Energy,17,2.625,,,,,,,,30,2.43,,,,,,,
18,JCI,Johnson Controls,Industrials,18,143.449997,,5,143.300003,0.00104671,,,,,,,,,,,,
19,MDLZ,Mondelez International,Consumer Staples,19,60.52,,,,,15,60.860001,,,,,35,60.27,,1,61.0,-0.01196721
20,IRM,Iron Mountain,Real Estate,20,128.419998,,42,124.580002,0.03082353,31,124.550003,0.00024086,,,,,,,11,123.82,
21,HUT,HUT CORP,Information Technology,21,109.989998,,48,117.669998,-0.06526727,,,,,,,,,,,,
22,KMT,KENNAMETAL INC,Industrials,22,35.23,,4,34.849998,0.01090393,,,,,,,,,,,,
23,HLLY,HOLLEY INC,Consumer Discretionary,23,2.62,,,,,,,,,,,,,,,,
24,CIFR,CIPHER DIGITAL INC,Information Technology,24,23.15,,,,,,,,,,,,,,,,
25,VRSN,Verisign,Information Technology,25,280.0,,,,,,,,,,,,,,,,
26,NTGR,NETGEAR INC,Information Technology,26,24.93,,,,,,,,25,24.235001,,7,23.25,0.04236563,,,
27,AIRS,AIRSCULPT TECHNOLOGIES INC,Health Care,27,4.61,,29,4.67,-0.01284797,16,4.82,-0.03112033,32,4.86,-0.00823045,20,4.78,0.01673640,,,
28,UVV,UNIVERSAL CORP,Consumer Staples,28,53.669998,,,,,40,53.75,,,,,,,,48,53.139999,
29,CPS,COOPER STANDARD HOLDINGS INC,Consumer Discretionary,29,28.379999,,8,29.235001,-0.02924583,24,29.02,0.00740872,,,,,,,,,
30,ULH,UNIVERSAL LOGISTICS HOLDINGS INC,Industrials,30,15.78,,,,,34,16.059999,,38,15.46,0.03880977,,,,,,
31,ACTG,ACACIA RESEARCH CORP,Financials,31,4.66,,,,,,,,31,4.6,,,,,,,
32,AVT,"Avnet, Inc. - Common Stock",,32,89.419998,,6,89.919998,-0.00556050,1,90.129997,-0.00232996,13,89.849998,0.00311629,,,,,,
33,UHS,Universal Health Services,Health Care,33,155.839996,,,,,,,,,,,,,,,,
34,GWRS,GLOBAL WATER RESOURCES INC,Utilities,34,7.36,,7,7.15,0.02937063,2,7.16,-0.00139665,,,,,,,,,
35,SMP,STANDARD MOTOR PRODUCTS INC,Consumer Discretionary,35,38.654999,,,,,39,38.700001,,,,,,,,50,38.59,
36,HAS,Hasbro,Consumer Discretionary,36,88.790001,,10,87.349998,0.01648544,,,,,,,50,81.589996,,,,
37,PFSI,PENNYMAC FINANCIAL SERVICES INC,Financials,37,84.370003,,,,,,,,,,,,,,,,
38,APOG,APOGEE ENTERPRISES INC,Industrials,38,40.740002,,,,,,,,,,,,,,,,
39,OEC,ORION SA,Materials,39,6.985,,13,6.865,0.01747997,,,,,,,,,,,,
40,KLTR,KALTURA INC,Information Technology,40,1.4,,19,1.37,0.02189781,,,,,,,,,,,,
41,EXE,Expand Energy,Energy,41,91.519997,,17,91.730003,-0.00228939,,,,,,,,,,,,
42,NRG,NRG Energy,Utilities,42,141.039993,,,,,,,,,,,,,,,,
43,TT,Trane Technologies,Industrials,43,481.244995,,,,,,,,,,,,,,,,
44,NWFL,NORWOOD FINANCIAL CORP,Financials,44,32.630001,,,,,,,,,,,,,,,,
45,CMTV,COMMUNITY BANCORP VT,Financials,45,40.560001,,,,,,,,,,,,,,,,
46,ARES,Ares Management,Financials,46,126.529999,,,,,,,,,,,,,,,,
47,ETN,Eaton Corporation,Industrials,47,404.031006,,1,415.100006,-0.02666586,,,,,,,,,,,,
48,MAT,"Mattel, Inc. - Common Stock",,48,14.34,,25,14.24,0.00702247,19,14.4,-0.01111111,,,,,,,,,
49,RYAM,RAYONIER ADVANCED MATERIALS INC,Materials,49,8.37,,22,8.44,-0.00829384,,,,,,,,,,43,8.23,
50,BGC,BGC GROUP INC CLASS A,Financials,50,11.65,,35,11.585,0.00561070,18,11.51,0.00651607,,,,,,,,,
