current_rank,ticker,name,sector,2026-09-22__predicted_rank,2026-09-22__close,2026-09-22__next_snapshot_return,2026-09-21__predicted_rank,2026-09-21__close,2026-09-21__next_snapshot_return,2026-09-18__predicted_rank,2026-09-18__close,2026-09-18__next_snapshot_return,2026-09-17__predicted_rank,2026-09-17__close,2026-09-17__next_snapshot_return,2026-09-16__predicted_rank,2026-09-16__close,2026-09-16__next_snapshot_return,2026-09-15__predicted_rank,2026-09-15__close,2026-09-15__next_snapshot_return,2026-09-14__predicted_rank,2026-09-14__close,2026-09-14__next_snapshot_return,2026-09-11__predicted_rank,2026-09-11__close,2026-09-11__next_snapshot_return,2026-09-10__predicted_rank,2026-09-10__close,2026-09-10__next_snapshot_return,2026-09-09__predicted_rank,2026-09-09__close,2026-09-09__next_snapshot_return,2026-09-08__predicted_rank,2026-09-08__close,2026-09-08__next_snapshot_return,2026-09-04__predicted_rank,2026-09-04__close,2026-09-04__next_snapshot_return
15,CIFR,CIPHER DIGITAL INC,Information Technology,15,19.305,,24,19.205,0.00520698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,EWTX,EDGEWISE THERAPEUTICS,Health Care,16,45.68,,9,44.880001,0.01782529,13,45.32,-0.00970872,5,46.939999,-0.03451212,6,45.439999,0.03301056,,,,,,,35,44.400002,,,,,,,,,,,,,
17,CRSP,CRISPR THERAPEUTICS AG,Health Care,17,58.419998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,GILD,Gilead Sciences,Health Care,18,152.955002,,7,151.890106,0.00701096,6,150.110001,0.01185867,8,150.889999,-0.00516932,,,,,,,,,,,,,,,,,,,,,,,,
19,GATX,GATX,Industrials,19,182.139999,,,,,,,,12,180.279999,,,,,,,,,,,,,,,,,,,,,,,,,
20,REX,REX AMERICAN RESOURCES,Energy,20,44.224998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,GLBE,Global-E Online Ltd. - ordinary shares,,21,41.904999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,AMRX,AMNEAL PHARMACEUTICALS INC CLASS A,Health Care,22,19.639999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,HVT,HAVERTY FURNITURE COMPANIES INC,Consumer Discretionary,23,28.725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,ADI,Analog Devices,Information Technology,24,387.440186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,MANE,VERADERMICS,Health Care,25,117.724998,,18,110.669998,0.06374808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,NGVC,NATURAL GROCERS BY VITAMIN COTTAGE,Consumer Staples,26,30.700001,,17,30.65,0.00163135,28,31.019899,-0.01192457,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,IOSP,INNOSPEC INC,Materials,27,95.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,ROG,ROGERS,Information Technology,28,136.460007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,GCT,GIGACLOUD TECHNOLOGY INC CLASS A,Consumer Discretionary,29,53.424999,,,,,44,52.860001,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,PNTG,PENNANT GROUP,Health Care,30,39.959999,,,,,,,,15,40.029999,,,,,21,39.970001,,9,40.110001,-0.00349040,42,39.200001,0.02321429,5,39.299999,-0.00254448,,,,,,,,,
31,ANIP,ANI PHARMACEUTICALS,Health Care,31,77.074997,,43,79.004997,-0.02442883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,CPRI,CAPRI HOLDINGS LTD,Consumer Discretionary,32,15.325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,DXCM,Dexcom,Health Care,33,89.745003,,28,89.650002,0.00105969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,NRC,NRC HEALTH,Health Care,34,21.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,CYRX,CRYOPORT,Health Care,35,17.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,QCOM,Qualcomm,Information Technology,36,195.789993,,32,193.211807,0.01334383,23,177.720001,0.08716974,4,188.710007,-0.05823754,2,184.839996,0.02093709,3,187.800003,-0.01576149,2,180.149994,0.04246466,1,181.970001,-0.01000169,2,176.880005,0.02877655,1,176.399994,0.00272115,,,,,,
37,NVDA,Nvidia,Information Technology,37,229.431,,23,227.354996,0.00913111,15,222.270004,0.02287754,,,,,,,,,,,,,,,,,,,36,223.669998,,10,225.729996,-0.00912594,5,230.360001,-0.02009900
38,DBRG,DIGITALBRIDGE GROUP INC CLASS A,Financials,38,15.985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,VRNS,VARONIS SYSTEMS,Information Technology,39,47.59,,33,48.419998,-0.01714164,18,47.560001,0.01808236,45,47.810001,-0.00522903,8,46.759998,0.02245515,6,47.470001,-0.01495688,3,47.48,-0.00021059,9,45.119999,0.05230499,6,45.5,-0.00835167,17,46.09,-0.01280104,1,45.459999,0.01385836,1,46.09,-0.01366893
40,CHKP,Check Point Software Technologies Ltd. - Ordinary Shares,,40,139.994995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,VLGEA,VILLAGE SUPER MARKET INC CLASS A,Consumer Staples,41,45.294998,,19,44.290001,0.02269128,17,44.740002,-0.01005814,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,SITM,SiTime Corporation - Common Stock,,42,629.789978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,RIOT,RIOT PLATFORMS,Information Technology,43,24.82,,41,24.6101,0.00852902,,,,,,,,,,,,,,,,,,,,,,43,22.07,,,,,,,
44,AAPL,Apple Inc.,Information Technology,44,341.220001,,22,338.75,0.00729152,,,,,,,,,,,,,42,333.079987,,41,332.269989,0.00243777,1,326.570007,0.01745409,,,,,,,49,319.970001,
45,CVLT,COMMVAULT SYSTEMS,Information Technology,45,146.149994,,42,145.960007,0.00130164,8,144.539993,0.00982437,47,148.789993,-0.02856375,40,145.210007,0.02465385,,,,,,,,,,,,,,,,,,,,,
46,TENB,TENABLE HOLDINGS,Information Technology,46,36.299999,,11,35.900002,0.01114198,10,35.43,0.01326565,6,36.060001,-0.01747091,45,36.369999,-0.00852345,,,,,,,,,,,,,,,,,,,,,
47,WNEB,WESTERN NEW ENGLAND BANCORP INC,Financials,47,14.0301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,VSTS,VESTIS,Industrials,48,14.3,,,,,,,,49,13.85,,,,,,,,,,,,,,,,,,,,,,,,,
49,PI,IMPINJ,Information Technology,49,183.440002,,48,183.649994,-0.00114344,20,181.229996,0.01335319,11,179.729996,0.00834585,10,177.589996,0.01205023,,,,,,,3,176.820007,,,,,,,,,,,,,
50,LOGI,Logitech International S.A. - Registered Shares,,50,105.089996,,31,104.449997,0.00612732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
