current_rank,ticker,name,sector,2026-09-08__predicted_rank,2026-09-08__close,2026-09-08__next_snapshot_return,2026-09-04__predicted_rank,2026-09-04__close,2026-09-04__next_snapshot_return
1,PFG,Principal Financial Group,Financials,1,115.040001,,2,116.68,-0.01405553
2,TSLA,"Tesla, Inc.",Consumer Discretionary,2,367.130005,,,,
3,USCB,USCB FINANCIAL HOLDINGS INC CLASS,Financials,3,23.4,,,,
4,SMP,STANDARD MOTOR PRODUCTS INC,Consumer Discretionary,4,39.669998,,,,
5,NVDA,Nvidia,Information Technology,5,226.350006,,5,230.360001,-0.01740751
6,JMSB,JOHN MARSHALL BANCORP INC,Financials,6,23.41,,,,
7,LNN,LINDSAY,Industrials,7,121.385002,,32,123.410004,-0.01640873
8,MRX,MAREX GROUP LTD,Financials,8,77.349998,,,,
9,VRNS,VARONIS SYSTEMS,Information Technology,9,45.060001,,1,46.09,-0.02234756
10,ANDE,ANDERSONS INC,Consumer Staples,10,71.349998,,,,
11,TCBX,THIRD COAST BANCSHARES INC,Financials,11,45.849998,,6,46.029999,-0.00391051
12,ASND,Ascendis Pharma A/S - Ordinary Share,,12,270.359985,,3,270.559998,-0.00073926
13,GRDN,GUARDIAN PHARMACY SERVICES CLASS A,Health Care,13,42.16,,,,
14,WLTH,WEALTHFRONT,Financials,14,9.82,,,,
15,BSVN,BANK7 CORP,Financials,15,55.380001,,,,
16,STNG,SCORPIO TANKERS,Energy,16,81.769997,,8,82.290001,-0.00631916
17,AEO,AMERICAN EAGLE OUTFITTERS,Consumer Discretionary,17,17.205,,,,
18,DHT,DHT HOLDINGS,Energy,18,20.885,,,,
19,ACA,ARCOSA,Industrials,19,145.625,,31,145.5,0.00085911
20,RMBI,RICHMOND MUTUAL BANCORPORATION INC,Financials,20,16.155001,,,,
21,MBWM,MERCANTILE BANK CORP,Financials,21,60.919998,,20,62.139999,-0.01963310
22,RRBI,RED RIVER BANCSHARES INC,Financials,22,102.955002,,23,103.360001,-0.00391833
23,BWFG,BANKWELL FINANCIAL GROUP INC,Financials,23,66.800003,,,,
24,CNO,CNO FINANCIAL GROUP,Financials,24,55.560001,,38,56.759998,-0.02114160
25,CCNE,CNB FINANCIAL CORP,Financials,25,34.5411,,,,
26,SBAC,SBA Communications,Real Estate,26,191.145004,,,,
27,SPFI,SOUTH PLAINS FINANCIAL INC,Financials,27,45.299999,,,,
28,OKTA,"Okta, Inc. - Class A Common Stock",,28,167.537994,,36,170.600006,-0.01794849
29,META,Meta Platforms,Communication Services,29,615.800415,,,,
30,MNSB,MAINSTREET BANCSHARES,Financials,30,25.325001,,,,
31,FCCO,FIRST COMMUNITY CORP,Financials,31,34.02,,,,
32,PLMR,PALOMAR HOLDINGS,Financials,32,134.860001,,10,136.580002,-0.01259336
33,FRAF,FRANKLIN FINANCIAL SERVICES CORP,Financials,33,63.105,,35,64.260002,-0.01797389
34,CNXN,PC CONNECTION INC,Information Technology,34,83.110001,,,,
35,NKTR,NEKTAR THERAPEUTICS,Health Care,35,76.32,,14,74.190002,0.02871004
36,CENX,CENTURY ALUMINUM,Materials,36,48.84,,,,
37,COIN,Coinbase,Financials,37,181.419998,,,,
38,DG,Dollar General,Consumer Staples,38,127.154999,,,,
39,WFC,Wells Fargo,Financials,39,88.550003,,,,
40,SFL,SFL,Energy,40,12.635,,40,12.855,-0.01711396
41,ALG,ALAMO GROUP,Industrials,41,173.438705,,13,173.434998,0.00002137
42,PFIS,PEOPLES FINANCIAL SERVICES CORP,Financials,42,71.144997,,11,71.830002,-0.00953647
43,SLAB,SILICON LABORATORIES,Information Technology,43,220.070007,,46,220.580002,-0.00231206
44,BCAL,CALIFORNIA BANCORP,Financials,44,21.775,,44,21.9,-0.00570776
45,WASH,WASHINGTON TRUST BANCORP INC,Financials,45,39.77,,15,40.259998,-0.01217084
46,DFIN,DONNELLEY FINANCIAL SOLUTIONS,Financials,46,49.59,,16,50.860001,-0.02497053
47,CFFI,C AND F FINANCIAL CORP,Financials,47,95.074997,,50,94.889999,0.00194960
48,UFCS,UNITED FIRE GROUP INC,Financials,48,54.889999,,41,55.98,-0.01947126
49,AMTB,AMERANT BANCORP CLASS A,Financials,49,29.495001,,,,
50,RIOT,RIOT PLATFORMS,Information Technology,50,22.7199,,,,
