rank,ticker,first_seen_date,buy_date,latest_date,close,entry_return,exit_score,action,sell_signal,consecutive_signal_days,sell_reasons,drawdown_63d,change_5d,change_20d,rsi14,chart_href
1,AMAT,2026-07-02,2026-07-02,2026-08-18,506.380005,-0.16028783584228645,100.0,TRIM,True,19,硬止损: 持仓相对成本约 -16.0%，超过 -7% 防线; 硬止损观察: 未盈利持仓出现新跌破 EMA26; 新鲜破位: 收盘新跌破 EMA50; 新鲜破位: 收盘新跌破 EMA26; 派发聚集: 最近5日出现 2 个放量下跌日; 动能转弱: 20日跌幅 -10.3%; 动能转弱: RSI 45.4 低于50; 结构弱势: 收盘低于 EMA50; 结构弱势: EMA9 低于 EMA26; 结构弱势: 63日高点回撤 -30.0%; TRIM: Meta Exit 高风险叠加结构/派发/波动弱项，先降低 call 暴露,-0.2996127178423237,-0.036586024902095504,-0.10303778980861478,45.386219420062645,exit-risk-trends.html#ticker-amat
2,AMKR,2026-07-02,2026-07-02,2026-08-18,54.169998,-0.22225417882974363,100.0,TRIM,True,33,硬止损: 持仓相对成本约 -22.2%，超过 -7% 防线; 硬止损观察: 未盈利持仓出现新跌破 EMA26; 新鲜破位: 收盘新跌破 EMA26; 动能转弱: 20日跌幅 -18.8%; 动能转弱: RSI 43.6 低于45; 结构弱势: 收盘低于 EMA50; 结构弱势: EMA9 低于 EMA26; 结构弱势: EMA26 低于 EMA50; 结构弱势: 63日高点回撤 -42.1%; TRIM: Meta Exit 高风险叠加结构/派发/波动弱项，先降低 call 暴露,-0.42095140285564714,-0.0023941252742932795,-0.18822125633652376,43.60445821466836,exit-risk-trends.html#ticker-amkr
3,GLW,2026-07-06,2026-07-06,2026-08-18,159.210007,-0.18270018199127036,100.0,TRIM,True,32,硬止损: 持仓相对成本约 -18.3%，超过 -7% 防线; 硬止损观察: 未盈利持仓出现新跌破 EMA26; 新鲜破位: 收盘新跌破 EMA50; 新鲜破位: 收盘新跌破 EMA26; 动能转弱: RSI 48.3 低于50; 结构弱势: 收盘低于 EMA50; 结构弱势: EMA9 低于 EMA26; 结构弱势: EMA26 低于 EMA50; 结构弱势: 63日高点回撤 -37.7%; TRIM: Meta Exit 高风险叠加结构/派发/波动弱项，先降低 call 暴露,-0.3773319028719786,0.0001256674398433244,-0.019703201288019168,48.28605762930118,exit-risk-trends.html#ticker-glw
4,INTC,2026-07-02,2026-07-02,2026-08-18,95.989998,-0.20240964191790012,100.0,TRIM,True,33,硬止损: 持仓相对成本约 -20.2%，超过 -7% 防线; 硬止损观察: 未盈利持仓出现新跌破 EMA26; 新鲜破位: 收盘新跌破 EMA50; 新鲜破位: 收盘新跌破 EMA26; 动能转弱: 20日跌幅 -9.0%; 动能转弱: RSI 44.8 低于45; 结构弱势: 收盘低于 EMA50; 结构弱势: EMA9 低于 EMA26; 结构弱势: EMA26 低于 EMA50; 结构弱势: 63日高点回撤 -31.9%; TRIM: Meta Exit 高风险叠加结构/派发/波动弱项，先降低 call 暴露,-0.3189300650073781,-0.017603121662093102,-0.08971075646403281,44.770408431947715,exit-risk-trends.html#ticker-intc
5,MRVL,2026-06-26,2026-06-30,2026-08-18,213.330002,-0.2838632003157272,100.0,WATCH,True,34,硬止损: 持仓相对成本约 -28.4%，超过 -7% 防线; 硬止损观察: 未盈利持仓出现新跌破 EMA26; 新鲜破位: 收盘新跌破 EMA50; 新鲜破位: 收盘新跌破 EMA26; 动能转弱: RSI 49.4 低于50; 结构弱势: 收盘低于 EMA50; 结构弱势: EMA26 低于 EMA50; 结构弱势: 63日高点回撤 -32.6%,-0.32582243554895884,0.004804314491114958,0.025822248601867104,49.36367139006193,exit-risk-trends.html#ticker-mrvl
6,Q,2026-07-02,2026-07-02,2026-08-18,132.559998,-0.06483246560846556,100.0,TRIM,True,1,硬止损观察: 持仓约 -6.5% 且收盘跌破 EMA26; 硬止损观察: 未盈利持仓出现新跌破 EMA26; 新鲜破位: 收盘新跌破 EMA26; 新鲜破位: EMA9 新下穿 EMA26; 动能转弱: 5日跌幅 -4.2%; 动能转弱: RSI 43.5 低于45; 结构弱势: 收盘低于 EMA50; 结构弱势: EMA9 低于 EMA26; 结构弱势: EMA26 低于 EMA50; 结构弱势: 63日高点回撤 -24.5%; TRIM: Meta Exit 高风险叠加结构/派发/波动弱项，先降低 call 暴露,-0.2452744320500707,-0.0417811057331533,-0.044819145732952426,43.49991959128972,exit-risk-trends.html#ticker-q
7,VRT,2026-07-02,2026-07-02,2026-08-18,271.730103,-0.09583035336182855,100.0,TRIM,True,1,硬止损: 持仓相对成本约 -9.6%，超过 -7% 防线; 硬止损观察: 未盈利持仓出现新跌破 EMA26; 新鲜破位: 收盘新跌破 EMA50; 新鲜破位: 收盘新跌破 EMA26; 动能转弱: 20日跌幅 -10.8%; 动能转弱: RSI 45.1 低于50; 结构弱势: 收盘低于 EMA50; 结构弱势: EMA9 低于 EMA26; 结构弱势: EMA26 低于 EMA50; 结构弱势: 63日高点回撤 -24.1%; TRIM: Meta Exit 高风险叠加结构/派发/波动弱项，先降低 call 暴露,-0.24089253036102576,-0.03576840804633208,-0.10761870935960594,45.10782753036938,exit-risk-trends.html#ticker-vrt
8,WDC,2026-07-02,2026-07-02,2026-08-18,496.98999,-0.07794064935064937,100.0,TRIM,True,1,硬止损: 持仓相对成本约 -7.8%，超过 -7% 防线; 硬止损观察: 未盈利持仓出现新跌破 EMA26; 新鲜破位: 收盘新跌破 EMA50; 新鲜破位: 收盘新跌破 EMA26; 动能转弱: 20日跌幅 -9.4%; 动能转弱: RSI 48.5 低于50; 结构弱势: 收盘低于 EMA50; 结构弱势: EMA9 低于 EMA26; 结构弱势: EMA26 低于 EMA50; 结构弱势: 63日高点回撤 -33.4%; TRIM: Meta Exit 高风险叠加结构/派发/波动弱项，先降低 call 暴露,-0.33399889669401917,0.13486173119912337,-0.09372895857704477,48.47730415541499,exit-risk-trends.html#ticker-wdc
9,XE,2026-07-02,2026-07-02,2026-08-18,18.870001,0.09264626519976837,100.0,SELL_NOW,True,11,利润保护: 盈利持仓从阶段高位回撤 -36.4%; 利润保护: 收盘 $18.87 跌破 3ATR 动态保护线 $23.70; 利润保护: 阶段回撤扩大且价格低于 EMA26; 新鲜破位: 收盘新跌破 EMA50; 新鲜破位: 收盘新跌破 EMA26; 失败突破: 近20日高点后回撤 -17.0%，收盘跌回 EMA9 下方; 动能转弱: 5日跌幅 -8.3%; 动能转弱: RSI 49.4 低于50; 结构弱势: 收盘低于 EMA50; 结构弱势: EMA26 低于 EMA50; 结构弱势: 63日高点回撤 -36.4%; SELL_NOW: Failed Breakout 叠加 Meta Exit，高位突破失败后弱势确认,-0.3640040107853051,-0.08264457948468651,0.12388325646913301,49.44586029527956,exit-risk-trends.html#ticker-xe
10,FTV,2026-07-06,2026-07-06,2026-08-18,59.830002,-0.059276668530712784,98.0,WATCH,True,2,硬止损观察: 持仓约 -5.9% 且收盘跌破 EMA26; 新鲜破位: EMA9 新下穿 EMA26; 新鲜破位: MACD 新转空; 新鲜破位确认: 价格低于 EMA50，MACD 偏空且 RSI 弱于52; 动能转弱: RSI 43.4 低于45; 动能转弱: MACD 低于 signal; 结构弱势: 收盘低于 EMA50; 结构弱势: EMA9 低于 EMA26,-0.06646893845959978,-0.02999348249027234,-0.01384532763623958,43.408900346405424,exit-risk-trends.html#ticker-ftv
